"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,145,"COVID-19"
"DE","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,9054,"COVID-19"
"DE","05-14",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,166,"COVID-19"
"DE","15-34",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,753,"COVID-19"
"DE","35-59",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,2202,"COVID-19"
"DE","60-79",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,3231,"COVID-19"
"DE","80+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,2562,"COVID-19"
"DE-BB","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,344,"COVID-19"
"DE-BE","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,266,"COVID-19"
"DE-BW","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,1212,"COVID-19"
"DE-BY","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,1574,"COVID-19"
"DE-HB","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,46,"COVID-19"
"DE-HE","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,511,"COVID-19"
"DE-HH","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,152,"COVID-19"
"DE-MV","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,265,"COVID-19"
"DE-NI","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,411,"COVID-19"
"DE-NW","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,1517,"COVID-19"
"DE-RP","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,389,"COVID-19"
"DE-SH","00+",2022-01-11,2021-12-14,"-28 day ahead inc hosp","mean",NA,148,"COVID-19"
