"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,121,"COVID-19"
"DE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,6798,"COVID-19"
"DE","05-14",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,145,"COVID-19"
"DE","15-34",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,589,"COVID-19"
"DE","35-59",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,1656,"COVID-19"
"DE","60-79",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,2425,"COVID-19"
"DE","80+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,1850,"COVID-19"
"DE-BB","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,316,"COVID-19"
"DE-BE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,188,"COVID-19"
"DE-BW","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,918,"COVID-19"
"DE-BY","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,911,"COVID-19"
"DE-HB","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,66,"COVID-19"
"DE-HE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,350,"COVID-19"
"DE-HH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,116,"COVID-19"
"DE-MV","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,254,"COVID-19"
"DE-NI","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,304,"COVID-19"
"DE-NW","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,1143,"COVID-19"
"DE-RP","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,285,"COVID-19"
"DE-SH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,156,"COVID-19"
"DE-SL","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,56,"COVID-19"
"DE-SN","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,662,"COVID-19"
"DE-ST","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,426,"COVID-19"
"DE-TH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","mean",NA,605,"COVID-19"
"DE","00-04",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,118,"COVID-19"
"DE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,6673,"COVID-19"
"DE","05-14",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,141,"COVID-19"
"DE","15-34",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,580,"COVID-19"
"DE","35-59",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,1628,"COVID-19"
"DE","60-79",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,2385,"COVID-19"
"DE","80+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,1815,"COVID-19"
"DE-BB","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,307,"COVID-19"
"DE-BE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,187,"COVID-19"
"DE-BW","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,910,"COVID-19"
"DE-BY","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,900,"COVID-19"
"DE-HB","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,65,"COVID-19"
"DE-HE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,348,"COVID-19"
"DE-HH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,115,"COVID-19"
"DE-MV","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,251,"COVID-19"
"DE-NI","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,301,"COVID-19"
"DE-NW","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,1127,"COVID-19"
"DE-RP","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,280,"COVID-19"
"DE-SH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,153,"COVID-19"
"DE-SL","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,55,"COVID-19"
"DE-SN","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,636,"COVID-19"
"DE-ST","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,420,"COVID-19"
"DE-TH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.025,599,"COVID-19"
"DE","00-04",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,118,"COVID-19"
"DE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,6700,"COVID-19"
"DE","05-14",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,142,"COVID-19"
"DE","15-34",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,582,"COVID-19"
"DE","35-59",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,1632,"COVID-19"
"DE","60-79",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,2396,"COVID-19"
"DE","80+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,1823,"COVID-19"
"DE-BB","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,308,"COVID-19"
"DE-BE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,187,"COVID-19"
"DE-BW","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,912,"COVID-19"
"DE-BY","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,902,"COVID-19"
"DE-HB","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,65,"COVID-19"
"DE-HE","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,348,"COVID-19"
"DE-HH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,115,"COVID-19"
"DE-MV","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,252,"COVID-19"
"DE-NI","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,302,"COVID-19"
"DE-NW","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,1130,"COVID-19"
"DE-RP","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,281,"COVID-19"
"DE-SH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,153,"COVID-19"
"DE-SL","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,55,"COVID-19"
"DE-SN","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,639,"COVID-19"
"DE-ST","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,421,"COVID-19"
"DE-TH","00+",2022-01-20,2021-12-23,"-28 day ahead inc hosp","quantile",0.1,601,"COVID-19"
