"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,369,"COVID-19"
"DE","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,7718,"COVID-19"
"DE","05-14",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,374,"COVID-19"
"DE","15-34",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1334,"COVID-19"
"DE","35-59",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1825,"COVID-19"
"DE","60-79",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1904,"COVID-19"
"DE","80+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1888,"COVID-19"
"DE-BB","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,189,"COVID-19"
"DE-BE","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,231,"COVID-19"
"DE-BW","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1035,"COVID-19"
"DE-BY","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1369,"COVID-19"
"DE-HB","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,54,"COVID-19"
"DE-HE","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,698,"COVID-19"
"DE-HH","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,304,"COVID-19"
"DE-MV","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,211,"COVID-19"
"DE-NI","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,407,"COVID-19"
"DE-NW","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,1840,"COVID-19"
"DE-RP","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,395,"COVID-19"
"DE-SH","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,305,"COVID-19"
"DE-SL","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,54,"COVID-19"
"DE-SN","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,227,"COVID-19"
"DE-ST","00+",2022-02-27,2022-01-30,"-28 day ahead inc hosp","mean",NA,204,"COVID-19"
