"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,274,"COVID-19"
"DE","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,5790,"COVID-19"
"DE","05-14",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,259,"COVID-19"
"DE","15-34",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,1056,"COVID-19"
"DE","35-59",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,1501,"COVID-19"
"DE","60-79",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,1428,"COVID-19"
"DE","80+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,1273,"COVID-19"
"DE-BB","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,145,"COVID-19"
"DE-BE","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,197,"COVID-19"
"DE-BW","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,738,"COVID-19"
"DE-BY","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,857,"COVID-19"
"DE-HB","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,103,"COVID-19"
"DE-HE","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,493,"COVID-19"
"DE-HH","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,232,"COVID-19"
"DE-MV","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,167,"COVID-19"
"DE-NI","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,358,"COVID-19"
"DE-NW","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,1357,"COVID-19"
"DE-RP","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,342,"COVID-19"
"DE-SH","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,300,"COVID-19"
"DE-SL","00+",2022-02-18,2022-01-21,"-28 day ahead inc hosp","mean",NA,36,"COVID-19"
