"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+","2022-07-01","2022-06-03","-28 day ahead inc hosp","quantile",0.5,2871.5,"COVID-19"
"DE","00+","2022-07-01","2022-06-04","-27 day ahead inc hosp","quantile",0.5,2863,"COVID-19"
"DE","00+","2022-07-01","2022-06-05","-26 day ahead inc hosp","quantile",0.5,2913,"COVID-19"
"DE","00+","2022-07-01","2022-06-06","-25 day ahead inc hosp","quantile",0.5,2924,"COVID-19"
"DE","00+","2022-07-01","2022-06-07","-24 day ahead inc hosp","quantile",0.5,2446.5,"COVID-19"
"DE","00+","2022-07-01","2022-06-08","-23 day ahead inc hosp","quantile",0.5,3028,"COVID-19"
"DE","00+","2022-07-01","2022-06-09","-22 day ahead inc hosp","quantile",0.5,3332,"COVID-19"
"DE","00+","2022-07-01","2022-06-10","-21 day ahead inc hosp","quantile",0.5,3564,"COVID-19"
"DE","00+","2022-07-01","2022-06-11","-20 day ahead inc hosp","quantile",0.5,3716,"COVID-19"
"DE","00+","2022-07-01","2022-06-12","-19 day ahead inc hosp","quantile",0.5,3748,"COVID-19"
"DE","00+","2022-07-01","2022-06-13","-18 day ahead inc hosp","quantile",0.5,3814,"COVID-19"
"DE","00+","2022-07-01","2022-06-14","-17 day ahead inc hosp","quantile",0.5,4760,"COVID-19"
"DE","00+","2022-07-01","2022-06-15","-16 day ahead inc hosp","quantile",0.5,4526,"COVID-19"
"DE","00+","2022-07-01","2022-06-16","-15 day ahead inc hosp","quantile",0.5,4536,"COVID-19"
"DE","00+","2022-07-01","2022-06-17","-14 day ahead inc hosp","quantile",0.5,4231,"COVID-19"
"DE","00+","2022-07-01","2022-06-18","-13 day ahead inc hosp","quantile",0.5,4563,"COVID-19"
"DE","00+","2022-07-01","2022-06-19","-12 day ahead inc hosp","quantile",0.5,4648,"COVID-19"
"DE","00+","2022-07-01","2022-06-20","-11 day ahead inc hosp","quantile",0.5,4706,"COVID-19"
"DE","00+","2022-07-01","2022-06-21","-10 day ahead inc hosp","quantile",0.5,5196,"COVID-19"
"DE","00+","2022-07-01","2022-06-22","-9 day ahead inc hosp","quantile",0.5,5490,"COVID-19"
"DE","00+","2022-07-01","2022-06-23","-8 day ahead inc hosp","quantile",0.5,5681,"COVID-19"
"DE","00+","2022-07-01","2022-06-24","-7 day ahead inc hosp","quantile",0.5,6306,"COVID-19"
"DE","00+","2022-07-01","2022-06-25","-6 day ahead inc hosp","quantile",0.5,6374,"COVID-19"
"DE","00+","2022-07-01","2022-06-26","-5 day ahead inc hosp","quantile",0.5,6442.5,"COVID-19"
"DE","00+","2022-07-01","2022-06-27","-4 day ahead inc hosp","quantile",0.5,6519,"COVID-19"
"DE","00+","2022-07-01","2022-06-28","-3 day ahead inc hosp","quantile",0.5,6783,"COVID-19"
"DE","00+","2022-07-01","2022-06-29","-2 day ahead inc hosp","quantile",0.5,7132,"COVID-19"
"DE","00+","2022-07-01","2022-06-30","-1 day ahead inc hosp","quantile",0.5,7690,"COVID-19"
"DE","00+","2022-07-01","2022-07-01","0 day ahead inc hosp","quantile",0.5,8309,"COVID-19"
"DE","00-04","2022-07-01","2022-06-03","-28 day ahead inc hosp","quantile",0.5,98,"COVID-19"
"DE","00-04","2022-07-01","2022-06-04","-27 day ahead inc hosp","quantile",0.5,94,"COVID-19"
"DE","00-04","2022-07-01","2022-06-05","-26 day ahead inc hosp","quantile",0.5,97,"COVID-19"
"DE","00-04","2022-07-01","2022-06-06","-25 day ahead inc hosp","quantile",0.5,93,"COVID-19"
"DE","00-04","2022-07-01","2022-06-07","-24 day ahead inc hosp","quantile",0.5,84,"COVID-19"
"DE","00-04","2022-07-01","2022-06-08","-23 day ahead inc hosp","quantile",0.5,97,"COVID-19"
"DE","00-04","2022-07-01","2022-06-09","-22 day ahead inc hosp","quantile",0.5,105,"COVID-19"
"DE","00-04","2022-07-01","2022-06-10","-21 day ahead inc hosp","quantile",0.5,111,"COVID-19"
"DE","00-04","2022-07-01","2022-06-11","-20 day ahead inc hosp","quantile",0.5,124,"COVID-19"
"DE","00-04","2022-07-01","2022-06-12","-19 day ahead inc hosp","quantile",0.5,122,"COVID-19"
"DE","00-04","2022-07-01","2022-06-13","-18 day ahead inc hosp","quantile",0.5,129,"COVID-19"
"DE","00-04","2022-07-01","2022-06-14","-17 day ahead inc hosp","quantile",0.5,172,"COVID-19"
"DE","00-04","2022-07-01","2022-06-15","-16 day ahead inc hosp","quantile",0.5,179,"COVID-19"
"DE","00-04","2022-07-01","2022-06-16","-15 day ahead inc hosp","quantile",0.5,173,"COVID-19"
"DE","00-04","2022-07-01","2022-06-17","-14 day ahead inc hosp","quantile",0.5,170,"COVID-19"
"DE","00-04","2022-07-01","2022-06-18","-13 day ahead inc hosp","quantile",0.5,183,"COVID-19"
"DE","00-04","2022-07-01","2022-06-19","-12 day ahead inc hosp","quantile",0.5,195,"COVID-19"
"DE","00-04","2022-07-01","2022-06-20","-11 day ahead inc hosp","quantile",0.5,200,"COVID-19"
"DE","00-04","2022-07-01","2022-06-21","-10 day ahead inc hosp","quantile",0.5,206,"COVID-19"
"DE","00-04","2022-07-01","2022-06-22","-9 day ahead inc hosp","quantile",0.5,206,"COVID-19"
"DE","00-04","2022-07-01","2022-06-23","-8 day ahead inc hosp","quantile",0.5,220,"COVID-19"
"DE","00-04","2022-07-01","2022-06-24","-7 day ahead inc hosp","quantile",0.5,245,"COVID-19"
"DE","00-04","2022-07-01","2022-06-25","-6 day ahead inc hosp","quantile",0.5,251,"COVID-19"
"DE","00-04","2022-07-01","2022-06-26","-5 day ahead inc hosp","quantile",0.5,250,"COVID-19"
"DE","00-04","2022-07-01","2022-06-27","-4 day ahead inc hosp","quantile",0.5,249,"COVID-19"
"DE","00-04","2022-07-01","2022-06-28","-3 day ahead inc hosp","quantile",0.5,272,"COVID-19"
"DE","00-04","2022-07-01","2022-06-29","-2 day ahead inc hosp","quantile",0.5,286,"COVID-19"
"DE","00-04","2022-07-01","2022-06-30","-1 day ahead inc hosp","quantile",0.5,300,"COVID-19"
"DE","00-04","2022-07-01","2022-07-01","0 day ahead inc hosp","quantile",0.5,309,"COVID-19"
"DE","05-14","2022-07-01","2022-06-03","-28 day ahead inc hosp","quantile",0.5,47,"COVID-19"
"DE","05-14","2022-07-01","2022-06-04","-27 day ahead inc hosp","quantile",0.5,52,"COVID-19"
"DE","05-14","2022-07-01","2022-06-05","-26 day ahead inc hosp","quantile",0.5,51,"COVID-19"
"DE","05-14","2022-07-01","2022-06-06","-25 day ahead inc hosp","quantile",0.5,50,"COVID-19"
"DE","05-14","2022-07-01","2022-06-07","-24 day ahead inc hosp","quantile",0.5,39,"COVID-19"
"DE","05-14","2022-07-01","2022-06-08","-23 day ahead inc hosp","quantile",0.5,52,"COVID-19"
"DE","05-14","2022-07-01","2022-06-09","-22 day ahead inc hosp","quantile",0.5,56,"COVID-19"
"DE","05-14","2022-07-01","2022-06-10","-21 day ahead inc hosp","quantile",0.5,53,"COVID-19"
"DE","05-14","2022-07-01","2022-06-11","-20 day ahead inc hosp","quantile",0.5,48,"COVID-19"
"DE","05-14","2022-07-01","2022-06-12","-19 day ahead inc hosp","quantile",0.5,48,"COVID-19"
"DE","05-14","2022-07-01","2022-06-13","-18 day ahead inc hosp","quantile",0.5,52,"COVID-19"
"DE","05-14","2022-07-01","2022-06-14","-17 day ahead inc hosp","quantile",0.5,69,"COVID-19"
"DE","05-14","2022-07-01","2022-06-15","-16 day ahead inc hosp","quantile",0.5,71,"COVID-19"
"DE","05-14","2022-07-01","2022-06-16","-15 day ahead inc hosp","quantile",0.5,68,"COVID-19"
"DE","05-14","2022-07-01","2022-06-17","-14 day ahead inc hosp","quantile",0.5,69,"COVID-19"
"DE","05-14","2022-07-01","2022-06-18","-13 day ahead inc hosp","quantile",0.5,77,"COVID-19"
"DE","05-14","2022-07-01","2022-06-19","-12 day ahead inc hosp","quantile",0.5,85,"COVID-19"
"DE","05-14","2022-07-01","2022-06-20","-11 day ahead inc hosp","quantile",0.5,84,"COVID-19"
"DE","05-14","2022-07-01","2022-06-21","-10 day ahead inc hosp","quantile",0.5,89,"COVID-19"
"DE","05-14","2022-07-01","2022-06-22","-9 day ahead inc hosp","quantile",0.5,88,"COVID-19"
"DE","05-14","2022-07-01","2022-06-23","-8 day ahead inc hosp","quantile",0.5,100,"COVID-19"
"DE","05-14","2022-07-01","2022-06-24","-7 day ahead inc hosp","quantile",0.5,110,"COVID-19"
"DE","05-14","2022-07-01","2022-06-25","-6 day ahead inc hosp","quantile",0.5,112,"COVID-19"
"DE","05-14","2022-07-01","2022-06-26","-5 day ahead inc hosp","quantile",0.5,108,"COVID-19"
"DE","05-14","2022-07-01","2022-06-27","-4 day ahead inc hosp","quantile",0.5,115,"COVID-19"
"DE","05-14","2022-07-01","2022-06-28","-3 day ahead inc hosp","quantile",0.5,123,"COVID-19"
"DE","05-14","2022-07-01","2022-06-29","-2 day ahead inc hosp","quantile",0.5,130,"COVID-19"
"DE","05-14","2022-07-01","2022-06-30","-1 day ahead inc hosp","quantile",0.5,135,"COVID-19"
"DE","05-14","2022-07-01","2022-07-01","0 day ahead inc hosp","quantile",0.5,139,"COVID-19"
"DE","15-34","2022-07-01","2022-06-03","-28 day ahead inc hosp","quantile",0.5,353,"COVID-19"
"DE","15-34","2022-07-01","2022-06-04","-27 day ahead inc hosp","quantile",0.5,340,"COVID-19"
"DE","15-34","2022-07-01","2022-06-05","-26 day ahead inc hosp","quantile",0.5,341,"COVID-19"
"DE","15-34","2022-07-01","2022-06-06","-25 day ahead inc hosp","quantile",0.5,343,"COVID-19"
"DE","15-34","2022-07-01","2022-06-07","-24 day ahead inc hosp","quantile",0.5,276,"COVID-19"
"DE","15-34","2022-07-01","2022-06-08","-23 day ahead inc hosp","quantile",0.5,345,"COVID-19"
"DE","15-34","2022-07-01","2022-06-09","-22 day ahead inc hosp","quantile",0.5,366,"COVID-19"
"DE","15-34","2022-07-01","2022-06-10","-21 day ahead inc hosp","quantile",0.5,390,"COVID-19"
