"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00+","2022-06-22","2022-05-25","-28 day ahead inc hosp","quantile",0.5,3132,"COVID-19"
"DE","00+","2022-06-22","2022-05-26","-27 day ahead inc hosp","quantile",0.5,2941,"COVID-19"
"DE","00+","2022-06-22","2022-05-27","-26 day ahead inc hosp","quantile",0.5,2518,"COVID-19"
"DE","00+","2022-06-22","2022-05-28","-25 day ahead inc hosp","quantile",0.5,2538,"COVID-19"
"DE","00+","2022-06-22","2022-05-29","-24 day ahead inc hosp","quantile",0.5,2465,"COVID-19"
"DE","00+","2022-06-22","2022-05-30","-23 day ahead inc hosp","quantile",0.5,2446,"COVID-19"
"DE","00+","2022-06-22","2022-05-31","-22 day ahead inc hosp","quantile",0.5,2398,"COVID-19"
"DE","00+","2022-06-22","2022-06-01","-21 day ahead inc hosp","quantile",0.5,2394,"COVID-19"
"DE","00+","2022-06-22","2022-06-02","-20 day ahead inc hosp","quantile",0.5,2456,"COVID-19"
"DE","00+","2022-06-22","2022-06-03","-19 day ahead inc hosp","quantile",0.5,2813,"COVID-19"
"DE","00+","2022-06-22","2022-06-04","-18 day ahead inc hosp","quantile",0.5,2818,"COVID-19"
"DE","00+","2022-06-22","2022-06-05","-17 day ahead inc hosp","quantile",0.5,2868,"COVID-19"
"DE","00+","2022-06-22","2022-06-06","-16 day ahead inc hosp","quantile",0.5,2879,"COVID-19"
"DE","00+","2022-06-22","2022-06-07","-15 day ahead inc hosp","quantile",0.5,2413,"COVID-19"
"DE","00+","2022-06-22","2022-06-08","-14 day ahead inc hosp","quantile",0.5,2996,"COVID-19"
"DE","00+","2022-06-22","2022-06-09","-13 day ahead inc hosp","quantile",0.5,3297,"COVID-19"
"DE","00+","2022-06-22","2022-06-10","-12 day ahead inc hosp","quantile",0.5,3533,"COVID-19"
"DE","00+","2022-06-22","2022-06-11","-11 day ahead inc hosp","quantile",0.5,3688,"COVID-19"
"DE","00+","2022-06-22","2022-06-12","-10 day ahead inc hosp","quantile",0.5,3723,"COVID-19"
"DE","00+","2022-06-22","2022-06-13","-9 day ahead inc hosp","quantile",0.5,3788,"COVID-19"
"DE","00+","2022-06-22","2022-06-14","-8 day ahead inc hosp","quantile",0.5,4693,"COVID-19"
"DE","00+","2022-06-22","2022-06-15","-7 day ahead inc hosp","quantile",0.5,4419,"COVID-19"
"DE","00+","2022-06-22","2022-06-16","-6 day ahead inc hosp","quantile",0.5,4391,"COVID-19"
"DE","00+","2022-06-22","2022-06-17","-5 day ahead inc hosp","quantile",0.5,4107,"COVID-19"
"DE","00+","2022-06-22","2022-06-18","-4 day ahead inc hosp","quantile",0.5,4513,"COVID-19"
"DE","00+","2022-06-22","2022-06-19","-3 day ahead inc hosp","quantile",0.5,4693,"COVID-19"
"DE","00+","2022-06-22","2022-06-20","-2 day ahead inc hosp","quantile",0.5,4822,"COVID-19"
"DE","00+","2022-06-22","2022-06-21","-1 day ahead inc hosp","quantile",0.5,5330,"COVID-19"
"DE","00+","2022-06-22","2022-06-22","0 day ahead inc hosp","quantile",0.5,5723,"COVID-19"
"DE","00-04","2022-06-22","2022-05-25","-28 day ahead inc hosp","quantile",0.5,114,"COVID-19"
"DE","00-04","2022-06-22","2022-05-26","-27 day ahead inc hosp","quantile",0.5,113,"COVID-19"
"DE","00-04","2022-06-22","2022-05-27","-26 day ahead inc hosp","quantile",0.5,101,"COVID-19"
"DE","00-04","2022-06-22","2022-05-28","-25 day ahead inc hosp","quantile",0.5,100,"COVID-19"
"DE","00-04","2022-06-22","2022-05-29","-24 day ahead inc hosp","quantile",0.5,96,"COVID-19"
"DE","00-04","2022-06-22","2022-05-30","-23 day ahead inc hosp","quantile",0.5,97,"COVID-19"
"DE","00-04","2022-06-22","2022-05-31","-22 day ahead inc hosp","quantile",0.5,77,"COVID-19"
"DE","00-04","2022-06-22","2022-06-01","-21 day ahead inc hosp","quantile",0.5,83,"COVID-19"
"DE","00-04","2022-06-22","2022-06-02","-20 day ahead inc hosp","quantile",0.5,86,"COVID-19"
"DE","00-04","2022-06-22","2022-06-03","-19 day ahead inc hosp","quantile",0.5,97,"COVID-19"
"DE","00-04","2022-06-22","2022-06-04","-18 day ahead inc hosp","quantile",0.5,93,"COVID-19"
"DE","00-04","2022-06-22","2022-06-05","-17 day ahead inc hosp","quantile",0.5,97,"COVID-19"
"DE","00-04","2022-06-22","2022-06-06","-16 day ahead inc hosp","quantile",0.5,93,"COVID-19"
"DE","00-04","2022-06-22","2022-06-07","-15 day ahead inc hosp","quantile",0.5,84,"COVID-19"
"DE","00-04","2022-06-22","2022-06-08","-14 day ahead inc hosp","quantile",0.5,96,"COVID-19"
"DE","00-04","2022-06-22","2022-06-09","-13 day ahead inc hosp","quantile",0.5,103,"COVID-19"
"DE","00-04","2022-06-22","2022-06-10","-12 day ahead inc hosp","quantile",0.5,108,"COVID-19"
"DE","00-04","2022-06-22","2022-06-11","-11 day ahead inc hosp","quantile",0.5,120,"COVID-19"
"DE","00-04","2022-06-22","2022-06-12","-10 day ahead inc hosp","quantile",0.5,119,"COVID-19"
"DE","00-04","2022-06-22","2022-06-13","-9 day ahead inc hosp","quantile",0.5,127,"COVID-19"
"DE","00-04","2022-06-22","2022-06-14","-8 day ahead inc hosp","quantile",0.5,171,"COVID-19"
"DE","00-04","2022-06-22","2022-06-15","-7 day ahead inc hosp","quantile",0.5,183,"COVID-19"
"DE","00-04","2022-06-22","2022-06-16","-6 day ahead inc hosp","quantile",0.5,181,"COVID-19"
"DE","00-04","2022-06-22","2022-06-17","-5 day ahead inc hosp","quantile",0.5,179,"COVID-19"
"DE","00-04","2022-06-22","2022-06-18","-4 day ahead inc hosp","quantile",0.5,200,"COVID-19"
