date,location,age_group,value
2020-03-04,DE,00+,10.0
2020-03-05,DE,00+,21.0
2020-03-06,DE,00+,25.0
2020-03-07,DE,00+,52.0
2020-03-08,DE,00+,28.0
2020-03-09,DE,00+,20.0
2020-03-10,DE,00+,33.0
2020-03-11,DE,00+,49.0
2020-03-12,DE,00+,64.0
2020-03-13,DE,00+,84.0
2020-03-14,DE,00+,123.0
2020-03-15,DE,00+,83.0
2020-03-16,DE,00+,96.0
2020-03-17,DE,00+,195.0
2020-03-18,DE,00+,220.0
2020-03-19,DE,00+,333.0
2020-03-20,DE,00+,357.0
2020-03-21,DE,00+,409.0
2020-03-22,DE,00+,407.0
2020-03-23,DE,00+,309.0
2020-03-24,DE,00+,492.0
2020-03-25,DE,00+,686.0
2020-03-26,DE,00+,824.0
2020-03-27,DE,00+,847.0
2020-03-28,DE,00+,897.0
2020-03-29,DE,00+,808.0
2020-03-30,DE,00+,592.0
2020-03-31,DE,00+,824.0
2020-04-01,DE,00+,1110.0
2020-04-02,DE,00+,1043.0
2020-04-03,DE,00+,977.0
2020-04-04,DE,00+,982.0
2020-04-05,DE,00+,696.0
2020-04-06,DE,00+,461.0
2020-04-07,DE,00+,762.0
2020-04-08,DE,00+,861.0
2020-04-09,DE,00+,879.0
2020-04-10,DE,00+,797.0
2020-04-11,DE,00+,522.0
2020-04-12,DE,00+,519.0
2020-04-13,DE,00+,393.0
2020-04-14,DE,00+,378.0
2020-04-15,DE,00+,569.0
2020-04-16,DE,00+,685.0
2020-04-17,DE,00+,584.0
2020-04-18,DE,00+,516.0
2020-04-19,DE,00+,375.0
2020-04-20,DE,00+,274.0
2020-04-21,DE,00+,414.0
2020-04-22,DE,00+,390.0
2020-04-23,DE,00+,442.0
2020-04-24,DE,00+,318.0
2020-04-25,DE,00+,313.0
2020-04-26,DE,00+,242.0
2020-04-27,DE,00+,125.0
2020-04-28,DE,00+,233.0
2020-04-29,DE,00+,298.0
2020-04-30,DE,00+,241.0
2020-05-01,DE,00+,263.0
2020-05-02,DE,00+,143.0
2020-05-03,DE,00+,111.0
2020-05-04,DE,00+,77.0
2020-05-05,DE,00+,156.0
2020-05-06,DE,00+,203.0
2020-05-07,DE,00+,213.0
2020-05-08,DE,00+,200.0
2020-05-09,DE,00+,148.0
2020-05-10,DE,00+,95.0
2020-05-11,DE,00+,66.0
2020-05-12,DE,00+,142.0
2020-05-13,DE,00+,140.0
2020-05-14,DE,00+,131.0
2020-05-15,DE,00+,121.0
2020-05-16,DE,00+,116.0
2020-05-17,DE,00+,65.0
2020-05-18,DE,00+,48.0
2020-05-19,DE,00+,66.0
2020-05-20,DE,00+,104.0
2020-05-21,DE,00+,105.0
2020-05-22,DE,00+,55.0
2020-05-23,DE,00+,87.0
2020-05-24,DE,00+,54.0
2020-05-25,DE,00+,42.0
2020-05-26,DE,00+,73.0
2020-05-27,DE,00+,72.0
2020-05-28,DE,00+,71.0
2020-05-29,DE,00+,79.0
2020-05-30,DE,00+,55.0
2020-05-31,DE,00+,46.0
2020-06-01,DE,00+,26.0
2020-06-02,DE,00+,19.0
2020-06-03,DE,00+,43.0
2020-06-04,DE,00+,76.0
2020-06-05,DE,00+,55.0
2020-06-06,DE,00+,45.0
2020-06-07,DE,00+,44.0
2020-06-08,DE,00+,26.0
2020-06-09,DE,00+,25.0
2020-06-10,DE,00+,34.0
2020-06-11,DE,00+,56.0
2020-06-12,DE,00+,37.0
2020-06-13,DE,00+,59.0
2020-06-14,DE,00+,39.0
2020-06-15,DE,00+,38.0
2020-06-16,DE,00+,29.0
2020-06-17,DE,00+,52.0
2020-06-18,DE,00+,50.0
2020-06-19,DE,00+,52.0
2020-06-20,DE,00+,62.0
2020-06-21,DE,00+,42.0
2020-06-22,DE,00+,32.0
2020-06-23,DE,00+,33.0
2020-06-24,DE,00+,45.0
2020-06-25,DE,00+,53.0
2020-06-26,DE,00+,58.0
2020-06-27,DE,00+,57.0
2020-06-28,DE,00+,30.0
2020-06-29,DE,00+,20.0
2020-06-30,DE,00+,40.0
2020-07-01,DE,00+,33.0
2020-07-02,DE,00+,40.0
2020-07-03,DE,00+,48.0
2020-07-04,DE,00+,51.0
2020-07-05,DE,00+,29.0
2020-07-06,DE,00+,19.0
2020-07-07,DE,00+,33.0
2020-07-08,DE,00+,28.0
2020-07-09,DE,00+,56.0
2020-07-10,DE,00+,41.0
2020-07-11,DE,00+,42.0
2020-07-12,DE,00+,35.0
2020-07-13,DE,00+,21.0
2020-07-14,DE,00+,36.0
2020-07-15,DE,00+,31.0
2020-07-16,DE,00+,64.0
2020-07-17,DE,00+,60.0
2020-07-18,DE,00+,59.0
2020-07-19,DE,00+,38.0
2020-07-20,DE,00+,31.0
2020-07-21,DE,00+,46.0
2020-07-22,DE,00+,43.0
2020-07-23,DE,00+,63.0
2020-07-24,DE,00+,49.0
2020-07-25,DE,00+,62.0
