date,location,age_group,value
2020-03-03,GM,00+,7.0
2020-03-04,GM,00+,24.0
2020-03-05,GM,00+,18.0
2020-03-06,GM,00+,22.0
2020-03-07,GM,00+,49.0
2020-03-08,GM,00+,26.0
2020-03-09,GM,00+,18.0
2020-03-10,GM,00+,30.0
2020-03-11,GM,00+,64.0
2020-03-12,GM,00+,61.0
2020-03-13,GM,00+,80.0
2020-03-14,GM,00+,121.0
2020-03-15,GM,00+,81.0
2020-03-16,GM,00+,93.0
2020-03-17,GM,00+,192.0
2020-03-18,GM,00+,236.0
2020-03-19,GM,00+,330.0
2020-03-20,GM,00+,357.0
2020-03-21,GM,00+,406.0
2020-03-22,GM,00+,406.0
2020-03-23,GM,00+,308.0
2020-03-24,GM,00+,490.0
2020-03-25,GM,00+,701.0
2020-03-26,GM,00+,822.0
2020-03-27,GM,00+,844.0
2020-03-28,GM,00+,896.0
2020-03-29,GM,00+,809.0
2020-03-30,GM,00+,592.0
2020-03-31,GM,00+,822.0
2020-04-01,GM,00+,1129.0
2020-04-02,GM,00+,1043.0
2020-04-03,GM,00+,980.0
2020-04-04,GM,00+,988.0
2020-04-05,GM,00+,694.0
2020-04-06,GM,00+,458.0
2020-04-07,GM,00+,760.0
2020-04-08,GM,00+,879.0
2020-04-09,GM,00+,879.0
2020-04-10,GM,00+,796.0
2020-04-11,GM,00+,522.0
2020-04-12,GM,00+,517.0
2020-04-13,GM,00+,392.0
2020-04-14,GM,00+,377.0
2020-04-15,GM,00+,585.0
2020-04-16,GM,00+,681.0
2020-04-17,GM,00+,580.0
2020-04-18,GM,00+,513.0
2020-04-19,GM,00+,376.0
2020-04-20,GM,00+,273.0
2020-04-21,GM,00+,411.0
2020-04-22,GM,00+,408.0
2020-04-23,GM,00+,438.0
2020-04-24,GM,00+,316.0
2020-04-25,GM,00+,312.0
2020-04-26,GM,00+,240.0
2020-04-27,GM,00+,123.0
2020-04-28,GM,00+,230.0
2020-04-29,GM,00+,314.0
2020-04-30,GM,00+,238.0
2020-05-01,GM,00+,261.0
2020-05-02,GM,00+,140.0
2020-05-03,GM,00+,109.0
2020-05-04,GM,00+,75.0
2020-05-05,GM,00+,155.0
2020-05-06,GM,00+,217.0
2020-05-07,GM,00+,210.0
2020-05-08,GM,00+,196.0
2020-05-09,GM,00+,147.0
2020-05-10,GM,00+,92.0
2020-05-11,GM,00+,64.0
2020-05-12,GM,00+,139.0
2020-05-13,GM,00+,155.0
2020-05-14,GM,00+,126.0
2020-05-15,GM,00+,119.0
2020-05-16,GM,00+,116.0
2020-05-17,GM,00+,63.0
2020-05-18,GM,00+,46.0
2020-05-19,GM,00+,63.0
2020-05-20,GM,00+,119.0
2020-05-21,GM,00+,102.0
2020-05-22,GM,00+,52.0
2020-05-23,GM,00+,85.0
2020-05-24,GM,00+,53.0
2020-05-25,GM,00+,40.0
2020-05-26,GM,00+,70.0
2020-05-27,GM,00+,87.0
2020-05-28,GM,00+,68.0
2020-05-29,GM,00+,76.0
2020-05-30,GM,00+,51.0
2020-05-31,GM,00+,44.0
2020-06-01,GM,00+,24.0
2020-06-02,GM,00+,17.0
2020-06-03,GM,00+,58.0
2020-06-04,GM,00+,72.0
2020-06-05,GM,00+,52.0
2020-06-06,GM,00+,42.0
2020-06-07,GM,00+,42.0
2020-06-08,GM,00+,24.0
2020-06-09,GM,00+,22.0
2020-06-10,GM,00+,48.0
2020-06-11,GM,00+,54.0
2020-06-12,GM,00+,34.0
2020-06-13,GM,00+,57.0
2020-06-14,GM,00+,36.0
2020-06-15,GM,00+,38.0
2020-06-16,GM,00+,27.0
2020-06-17,GM,00+,68.0
2020-06-18,GM,00+,46.0
2020-06-19,GM,00+,51.0
2020-06-20,GM,00+,60.0
2020-06-21,GM,00+,42.0
2020-06-22,GM,00+,30.0
2020-06-23,GM,00+,31.0
2020-06-24,GM,00+,61.0
2020-06-25,GM,00+,49.0
2020-06-26,GM,00+,55.0
2020-06-27,GM,00+,55.0
2020-06-28,GM,00+,28.0
2020-06-29,GM,00+,18.0
2020-06-30,GM,00+,38.0
2020-07-01,GM,00+,48.0
2020-07-02,GM,00+,37.0
2020-07-03,GM,00+,45.0
2020-07-04,GM,00+,50.0
2020-07-05,GM,00+,27.0
2020-07-06,GM,00+,17.0
2020-07-07,GM,00+,31.0
2020-07-08,GM,00+,44.0
2020-07-09,GM,00+,53.0
2020-07-10,GM,00+,38.0
2020-07-11,GM,00+,40.0
2020-07-12,GM,00+,34.0
2020-07-13,GM,00+,19.0
2020-07-14,GM,00+,33.0
2020-07-15,GM,00+,46.0
2020-07-16,GM,00+,62.0
2020-07-17,GM,00+,58.0
2020-07-18,GM,00+,57.0
2020-07-19,GM,00+,37.0
2020-07-20,GM,00+,29.0
2020-07-21,GM,00+,43.0
2020-07-22,GM,00+,58.0
2020-07-23,GM,00+,60.0
2020-07-24,GM,00+,46.0
2020-07-25,GM,00+,60.0
2020-07-26,GM,00+,51.0
2020-07-27,GM,00+,17.0
2020-07-28,GM,00+,52.0
2020-07-29,GM,00+,63.0
2020-07-30,GM,00+,72.0
2020-07-31,GM,00+,58.0
2020-08-01,GM,00+,61.0
2020-08-02,GM,00+,46.0
2020-08-03,GM,00+,38.0
2020-08-04,GM,00+,50.0
2020-08-05,GM,00+,88.0
2020-08-06,GM,00+,64.0
2020-08-07,GM,00+,57.0
2020-08-08,GM,00+,70.0
2020-08-09,GM,00+,50.0
2020-08-10,GM,00+,24.0
2020-08-11,GM,00+,70.0
2020-08-12,GM,00+,68.0
2020-08-13,GM,00+,81.0
2020-08-14,GM,00+,74.0
2020-08-15,GM,00+,78.0
2020-08-16,GM,00+,41.0
2020-08-17,GM,00+,36.0
2020-08-18,GM,00+,70.0
2020-08-19,GM,00+,78.0
2020-08-20,GM,00+,69.0
2020-08-21,GM,00+,74.0
2020-08-22,GM,00+,73.0
2020-08-23,GM,00+,49.0
2020-08-24,GM,00+,23.0
2020-08-25,GM,00+,58.0
2020-08-26,GM,00+,64.0
2020-08-27,GM,00+,53.0
2020-08-28,GM,00+,69.0
2020-08-29,GM,00+,61.0
2020-08-30,GM,00+,38.0
2020-08-31,GM,00+,27.0
2020-09-01,GM,00+,53.0
2020-09-02,GM,00+,74.0
2020-09-03,GM,00+,55.0
2020-09-04,GM,00+,66.0
2020-09-05,GM,00+,66.0
2020-09-06,GM,00+,57.0
2020-09-07,GM,00+,34.0
2020-09-08,GM,00+,53.0
2020-09-09,GM,00+,76.0
2020-09-10,GM,00+,79.0
