"","location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"4681","DE-HB","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,39,"COVID-19"
"4682","DE-HE","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,304,"COVID-19"
"4683","DE-HH","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,83,"COVID-19"
"4684","DE-MV","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,61,"COVID-19"
"4685","DE-NI","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,207,"COVID-19"
"4686","DE-NW","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,925,"COVID-19"
"4687","DE-RP","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,237,"COVID-19"
"4688","DE-SH","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,103,"COVID-19"
"4689","DE-SL","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,23,"COVID-19"
"4690","DE-SN","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,345,"COVID-19"
"4691","DE-ST","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,109,"COVID-19"
"4692","DE-TH","00+",2021-11-17,2021-10-25,"-23 day ahead inc hosp","quantile",0.975,299,"COVID-19"
"300","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,92,"COVID-19"
"301","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,4803,"COVID-19"
"302","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,55,"COVID-19"
"303","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,523,"COVID-19"
"304","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,1251,"COVID-19"
"305","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,1521,"COVID-19"
"306","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,1407,"COVID-19"
"307","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,119,"COVID-19"
"308","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,206,"COVID-19"
"309","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,802,"COVID-19"
"310","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,983,"COVID-19"
"311","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,34,"COVID-19"
"312","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,349,"COVID-19"
"313","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,68,"COVID-19"
"314","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,57,"COVID-19"
"315","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,201,"COVID-19"
"316","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,909,"COVID-19"
"317","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,222,"COVID-19"
"318","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,85,"COVID-19"
"319","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,20,"COVID-19"
"320","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,363,"COVID-19"
"321","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,100,"COVID-19"
"322","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","mean",NA,297,"COVID-19"
"921","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,90,"COVID-19"
"922","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,4755,"COVID-19"
"923","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,53,"COVID-19"
"924","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,514,"COVID-19"
"925","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,1228,"COVID-19"
"926","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,1495,"COVID-19"
"927","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,1382,"COVID-19"
"928","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,117,"COVID-19"
"929","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,204,"COVID-19"
"930","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,790,"COVID-19"
"931","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,965,"COVID-19"
"932","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,33,"COVID-19"
"933","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,343,"COVID-19"
"934","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,64,"COVID-19"
"935","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,56,"COVID-19"
"936","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,199,"COVID-19"
"937","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,892,"COVID-19"
"938","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,215,"COVID-19"
"939","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,84,"COVID-19"
"940","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,20,"COVID-19"
"941","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,359,"COVID-19"
"942","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,97,"COVID-19"
"943","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.025,293,"COVID-19"
"1542","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,91,"COVID-19"
"1543","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,4766,"COVID-19"
"1544","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,53,"COVID-19"
"1545","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,515,"COVID-19"
"1546","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,1234,"COVID-19"
"1547","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,1501,"COVID-19"
"1548","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,1388,"COVID-19"
"1549","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,118,"COVID-19"
"1550","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,204,"COVID-19"
"1551","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,793,"COVID-19"
"1552","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,970,"COVID-19"
"1553","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,34,"COVID-19"
"1554","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,344,"COVID-19"
"1555","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,65,"COVID-19"
"1556","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,56,"COVID-19"
"1557","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,199,"COVID-19"
"1558","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,896,"COVID-19"
"1559","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,216,"COVID-19"
"1560","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,84,"COVID-19"
"1561","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,20,"COVID-19"
"1562","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,360,"COVID-19"
"1563","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,98,"COVID-19"
"1564","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.1,294,"COVID-19"
"2163","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,91,"COVID-19"
"2164","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,4779,"COVID-19"
"2165","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,54,"COVID-19"
"2166","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,518,"COVID-19"
"2167","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,1241,"COVID-19"
"2168","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,1508,"COVID-19"
"2169","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,1394,"COVID-19"
"2170","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,118,"COVID-19"
"2171","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,205,"COVID-19"
"2172","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,796,"COVID-19"
"2173","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,975,"COVID-19"
"2174","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,34,"COVID-19"
"2175","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,346,"COVID-19"
"2176","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,67,"COVID-19"
"2177","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,56,"COVID-19"
"2178","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,199,"COVID-19"
"2179","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,900,"COVID-19"
"2180","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,218,"COVID-19"
"2181","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,85,"COVID-19"
"2182","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,20,"COVID-19"
"2183","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,361,"COVID-19"
"2184","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,99,"COVID-19"
"2185","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.25,295,"COVID-19"
"2784","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,92,"COVID-19"
"2785","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,4796,"COVID-19"
"2786","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,54,"COVID-19"
"2787","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,522,"COVID-19"
"2788","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,1249,"COVID-19"
"2789","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,1518,"COVID-19"
"2790","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,1403,"COVID-19"
"2791","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,119,"COVID-19"
"2792","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,206,"COVID-19"
"2793","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,801,"COVID-19"
"2794","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,982,"COVID-19"
"2795","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,34,"COVID-19"
"2796","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,349,"COVID-19"
"2797","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,68,"COVID-19"
"2798","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,57,"COVID-19"
"2799","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,201,"COVID-19"
"2800","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,907,"COVID-19"
"2801","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,221,"COVID-19"
"2802","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,85,"COVID-19"
"2803","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,20,"COVID-19"
"2804","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,362,"COVID-19"
"2805","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,100,"COVID-19"
"2806","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.5,297,"COVID-19"
"3405","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,93,"COVID-19"
"3406","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,4827,"COVID-19"
"3407","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,55,"COVID-19"
"3408","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,526,"COVID-19"
"3409","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,1259,"COVID-19"
"3410","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,1532,"COVID-19"
"3411","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,1416,"COVID-19"
"3412","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,120,"COVID-19"
"3413","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,208,"COVID-19"
"3414","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,806,"COVID-19"
"3415","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,990,"COVID-19"
"3416","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,35,"COVID-19"
"3417","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,352,"COVID-19"
"3418","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,69,"COVID-19"
"3419","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,58,"COVID-19"
"3420","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,202,"COVID-19"
"3421","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,917,"COVID-19"
"3422","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,224,"COVID-19"
"3423","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,86,"COVID-19"
"3424","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,20,"COVID-19"
"3425","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,365,"COVID-19"
"3426","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,101,"COVID-19"
"3427","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.75,300,"COVID-19"
"4026","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,95,"COVID-19"
"4027","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,4855,"COVID-19"
"4028","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,57,"COVID-19"
"4029","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,532,"COVID-19"
"4030","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,1271,"COVID-19"
"4031","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,1547,"COVID-19"
"4032","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,1430,"COVID-19"
"4033","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,121,"COVID-19"
"4034","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,209,"COVID-19"
"4035","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,813,"COVID-19"
"4036","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,998,"COVID-19"
"4037","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,36,"COVID-19"
"4038","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,356,"COVID-19"
"4039","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,72,"COVID-19"
"4040","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,59,"COVID-19"
"4041","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,204,"COVID-19"
"4042","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,929,"COVID-19"
"4043","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,230,"COVID-19"
"4044","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,87,"COVID-19"
"4045","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,21,"COVID-19"
"4046","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,367,"COVID-19"
"4047","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,103,"COVID-19"
"4048","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.9,303,"COVID-19"
"4647","DE","00-04",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,96,"COVID-19"
"4648","DE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,4890,"COVID-19"
"4649","DE","05-14",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,58,"COVID-19"
"4650","DE","15-34",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,539,"COVID-19"
"4651","DE","35-59",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,1286,"COVID-19"
"4652","DE","60-79",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,1568,"COVID-19"
"4653","DE","80+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,1448,"COVID-19"
"4654","DE-BB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,123,"COVID-19"
"4655","DE-BE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,212,"COVID-19"
"4656","DE-BW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,820,"COVID-19"
"4657","DE-BY","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,1009,"COVID-19"
"4658","DE-HB","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,37,"COVID-19"
"4659","DE-HE","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,361,"COVID-19"
"4660","DE-HH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,75,"COVID-19"
"4661","DE-MV","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,61,"COVID-19"
"4662","DE-NI","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,206,"COVID-19"
"4663","DE-NW","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,947,"COVID-19"
"4664","DE-RP","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,237,"COVID-19"
"4665","DE-SH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,92,"COVID-19"
"4666","DE-SL","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,22,"COVID-19"
"4667","DE-SN","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,375,"COVID-19"
"4668","DE-ST","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,107,"COVID-19"
"4669","DE-TH","00+",2021-11-17,2021-10-26,"-22 day ahead inc hosp","quantile",0.975,309,"COVID-19"
"277","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,93,"COVID-19"
"278","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,4917,"COVID-19"
"279","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,56,"COVID-19"
"280","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,521,"COVID-19"
"281","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,1314,"COVID-19"
"282","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,1542,"COVID-19"
"283","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,1439,"COVID-19"
"284","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,120,"COVID-19"
"285","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,189,"COVID-19"
"286","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,827,"COVID-19"
"287","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,1016,"COVID-19"
"288","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,34,"COVID-19"
"289","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,345,"COVID-19"
"290","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,69,"COVID-19"
"291","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,55,"COVID-19"
"292","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,206,"COVID-19"
"293","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,940,"COVID-19"
"294","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,208,"COVID-19"
"295","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,84,"COVID-19"
"296","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,21,"COVID-19"
"297","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,419,"COVID-19"
"298","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,105,"COVID-19"
"299","DE-TH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","mean",NA,292,"COVID-19"
"898","DE","00-04",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,90,"COVID-19"
"899","DE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,4862,"COVID-19"
"900","DE","05-14",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,54,"COVID-19"
"901","DE","15-34",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,511,"COVID-19"
"902","DE","35-59",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,1288,"COVID-19"
"903","DE","60-79",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,1513,"COVID-19"
"904","DE","80+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,1412,"COVID-19"
"905","DE-BB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,117,"COVID-19"
"906","DE-BE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,186,"COVID-19"
"907","DE-BW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,814,"COVID-19"
"908","DE-BY","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,998,"COVID-19"
"909","DE-HB","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,32,"COVID-19"
"910","DE-HE","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,338,"COVID-19"
"911","DE-HH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,65,"COVID-19"
"912","DE-MV","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,54,"COVID-19"
"913","DE-NI","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,204,"COVID-19"
"914","DE-NW","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,920,"COVID-19"
"915","DE-RP","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,201,"COVID-19"
"916","DE-SH","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,82,"COVID-19"
"917","DE-SL","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,21,"COVID-19"
"918","DE-SN","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,414,"COVID-19"
"919","DE-ST","00+",2021-11-17,2021-10-27,"-21 day ahead inc hosp","quantile",0.025,103,"COVID-19"
