"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,124,"COVID-19"
"DE","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,10332,"COVID-19"
"DE","05-14",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,211,"COVID-19"
"DE","15-34",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,783,"COVID-19"
"DE","35-59",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,2504,"COVID-19"
"DE","60-79",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,3521,"COVID-19"
"DE","80+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,3186,"COVID-19"
"DE-BB","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,286,"COVID-19"
"DE-BE","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,256,"COVID-19"
"DE-BW","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,1461,"COVID-19"
"DE-BY","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,2709,"COVID-19"
"DE-HB","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,49,"COVID-19"
"DE-HE","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,540,"COVID-19"
"DE-HH","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,128,"COVID-19"
"DE-MV","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,257,"COVID-19"
"DE-NI","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,374,"COVID-19"
"DE-NW","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,1601,"COVID-19"
"DE-RP","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,354,"COVID-19"
"DE-SH","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,180,"COVID-19"
"DE-SL","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,40,"COVID-19"
"DE-SN","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,944,"COVID-19"
"DE-ST","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,424,"COVID-19"
"DE-TH","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","mean",NA,706,"COVID-19"
"DE","00-04",2021-12-21,2021-11-23,"-28 day ahead inc hosp","quantile",0.025,121,"COVID-19"
"DE","00+",2021-12-21,2021-11-23,"-28 day ahead inc hosp","quantile",0.025,10216,"COVID-19"
"DE","05-14",2021-12-21,2021-11-23,"-28 day ahead inc hosp","quantile",0.025,207,"COVID-19"
