"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,92,"COVID-19"
"DE","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,5201,"COVID-19"
"DE","05-14",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,96,"COVID-19"
"DE","15-34",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,501,"COVID-19"
"DE","35-59",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,1325,"COVID-19"
"DE","60-79",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,1784,"COVID-19"
"DE","80+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,1400,"COVID-19"
"DE-BB","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,189,"COVID-19"
"DE-BE","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,160,"COVID-19"
"DE-BW","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,688,"COVID-19"
"DE-BY","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,703,"COVID-19"
"DE-HB","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,56,"COVID-19"
"DE-HE","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,284,"COVID-19"
"DE-HH","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,108,"COVID-19"
"DE-MV","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,190,"COVID-19"
"DE-NI","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,248,"COVID-19"
"DE-NW","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,954,"COVID-19"
"DE-RP","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,205,"COVID-19"
"DE-SH","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,117,"COVID-19"
"DE-SL","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,52,"COVID-19"
"DE-SN","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,520,"COVID-19"
"DE-ST","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,301,"COVID-19"
"DE-TH","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","mean",NA,417,"COVID-19"
"DE","00-04",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,90,"COVID-19"
"DE","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,5163,"COVID-19"
"DE","05-14",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,92,"COVID-19"
"DE","15-34",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,495,"COVID-19"
"DE","35-59",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,1315,"COVID-19"
"DE","60-79",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,1767,"COVID-19"
"DE","80+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,1387,"COVID-19"
"DE-BB","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,183,"COVID-19"
"DE-BE","00+",2022-01-25,2021-12-28,"-28 day ahead inc hosp","quantile",0.025,158,"COVID-19"
