"location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"DE","00-04",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,130,"COVID-19"
"DE","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,10194,"COVID-19"
"DE","05-14",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,181,"COVID-19"
"DE","15-34",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,808,"COVID-19"
"DE","35-59",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,2568,"COVID-19"
"DE","60-79",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,3630,"COVID-19"
"DE","80+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,2883,"COVID-19"
"DE-BB","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,345,"COVID-19"
"DE-BE","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,246,"COVID-19"
"DE-BW","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,1556,"COVID-19"
"DE-BY","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,1944,"COVID-19"
"DE-HB","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,48,"COVID-19"
"DE-HE","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,544,"COVID-19"
"DE-HH","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,153,"COVID-19"
"DE-MV","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,267,"COVID-19"
"DE-NI","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,414,"COVID-19"
"DE-NW","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,1767,"COVID-19"
"DE-RP","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,397,"COVID-19"
"DE-SH","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,160,"COVID-19"
"DE-SL","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,92,"COVID-19"
"DE-SN","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,949,"COVID-19"
"DE-ST","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,570,"COVID-19"
"DE-TH","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","mean",NA,762,"COVID-19"
"DE","00-04",2022-01-06,2021-12-09,"-28 day ahead inc hosp","quantile",0.025,128,"COVID-19"
"DE","00+",2022-01-06,2021-12-09,"-28 day ahead inc hosp","quantile",0.025,10127,"COVID-19"
"DE","05-14",2022-01-06,2021-12-09,"-28 day ahead inc hosp","quantile",0.025,176,"COVID-19"
"DE","15-34",2022-01-06,2021-12-09,"-28 day ahead inc hosp","quantile",0.025,799,"COVID-19"
"DE","35-59",2022-01-06,2021-12-09,"-28 day ahead inc hosp","quantile",0.025,2545,"COVID-19"
"DE","60-79",2022-01-06,2021-12-09,"-28 day ahead inc hosp","quantile",0.025,3601,"COVID-19"
