forecast_date,target,target_end_date,location,age_group,type,quantile,value,pathogen
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,35-59,quantile,0.5,353,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,35-59,quantile,0.75,358,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,35-59,quantile,0.9,364,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,35-59,quantile,0.975,371,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.025,335,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.1,338,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.25,341,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.5,345,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.75,350,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.9,355,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,60-79,quantile,0.975,362,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.025,186,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.1,188,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.25,190,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.5,192,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.75,196,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.9,200,COVID-19
2021-07-01,-23 day ahead inc hosp,2021-06-08,DE,80+,quantile,0.975,205,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.025,18,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.1,18,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.25,18,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.5,18,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.75,19,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.9,20,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00-04,quantile,0.975,23,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.025,982,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.1,989,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.25,995,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.5,1003,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.75,1013,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.9,1022,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,00+,quantile,0.975,1034,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.025,24,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.1,24,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.25,24,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.5,24,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.75,26,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.9,28,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,05-14,quantile,0.975,30,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.025,131,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.1,131,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.25,131,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.5,131,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.75,131,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.9,133,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,15-34,quantile,0.975,134,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.025,331,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.1,333,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.25,335,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.5,338,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.75,342,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.9,345,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,35-59,quantile,0.975,349,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.025,310,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.1,312,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.25,314,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.5,316,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.75,319,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.9,321,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,60-79,quantile,0.975,324,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.025,172,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.1,174,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.25,176,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.5,179,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.75,183,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.9,187,COVID-19
2021-07-01,-22 day ahead inc hosp,2021-06-09,DE,80+,quantile,0.975,194,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.025,18,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.1,18,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.25,18,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.5,18,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.75,19,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.9,21,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00-04,quantile,0.975,23,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.025,918,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.1,925,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.25,931,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.5,940,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.75,949,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.9,959,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,00+,quantile,0.975,971,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.025,25,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.1,25,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.25,25,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.5,26,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.75,28,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.9,30,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,05-14,quantile,0.975,32,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.025,120,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.1,120,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.25,120,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.5,120,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.75,122,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.9,124,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,15-34,quantile,0.975,126,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.025,323,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.1,325,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.25,327,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.5,329,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.75,331,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.9,334,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,35-59,quantile,0.975,337,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.025,280,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.1,282,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.25,283,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.5,285,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.75,287,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.9,288,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,60-79,quantile,0.975,291,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.025,157,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.1,158,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.25,160,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.5,163,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.75,168,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.9,174,COVID-19
2021-07-01,-21 day ahead inc hosp,2021-06-10,DE,80+,quantile,0.975,184,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.025,23,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.1,23,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.25,23,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.5,23,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.75,24,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.9,26,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00-04,quantile,0.975,28,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.025,900,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.1,907,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.25,915,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.5,924,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.75,936,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.9,947,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,00+,quantile,0.975,962,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.025,21,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.1,21,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.25,21,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.5,22,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.75,24,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.9,26,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,05-14,quantile,0.975,28,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.025,125,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.1,125,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.25,125,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.5,127,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.75,129,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.9,131,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,15-34,quantile,0.975,134,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.025,312,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.1,315,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.25,317,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.5,320,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.75,323,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.9,326,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,35-59,quantile,0.975,330,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.025,270,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.1,272,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.25,273,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.5,275,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.75,278,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.9,280,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,60-79,quantile,0.975,283,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.025,152,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.1,154,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.25,156,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.5,160,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.75,165,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.9,171,COVID-19
2021-07-01,-20 day ahead inc hosp,2021-06-11,DE,80+,quantile,0.975,182,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.025,18,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.1,18,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.25,18,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.5,19,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.75,21,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.9,23,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00-04,quantile,0.975,25,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.025,878,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.1,887,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.25,896,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.5,909,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.75,923,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.9,939,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,00+,quantile,0.975,959,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.025,24,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.1,24,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.25,24,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.5,26,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.75,28,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.9,30,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,05-14,quantile,0.975,32,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.025,133,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.1,133,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.25,133,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.5,134,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.75,136,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.9,138,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,15-34,quantile,0.975,141,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.025,298,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.1,301,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.25,304,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.5,308,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.75,313,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.9,318,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,35-59,quantile,0.975,324,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.025,260,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.1,262,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.25,264,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.5,267,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.75,270,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.9,273,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,60-79,quantile,0.975,277,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.025,146,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.1,148,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.25,151,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.5,155,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.75,162,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.9,171,COVID-19
2021-07-01,-19 day ahead inc hosp,2021-06-12,DE,80+,quantile,0.975,184,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.025,17,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.1,17,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.25,17,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.5,18,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.75,20,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.9,22,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00-04,quantile,0.975,24,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.025,808,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.1,817,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.25,827,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.5,840,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.75,855,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.9,872,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,00+,quantile,0.975,894,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.025,23,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.1,23,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.25,23,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.5,23,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.75,26,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.9,28,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,05-14,quantile,0.975,30,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.025,121,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.1,121,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.25,121,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.5,121,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.75,123,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.9,125,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,15-34,quantile,0.975,129,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.025,274,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.1,277,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.25,281,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.5,285,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.75,290,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.9,296,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,35-59,quantile,0.975,303,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.025,241,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.1,244,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.25,246,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.5,249,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.75,253,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.9,257,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,60-79,quantile,0.975,263,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.025,135,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.1,136,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.25,139,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.5,143,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.75,149,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.9,156,COVID-19
2021-07-01,-18 day ahead inc hosp,2021-06-13,DE,80+,quantile,0.975,167,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.025,16,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.1,16,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.25,16,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.5,17,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.75,19,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.9,21,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00-04,quantile,0.975,23,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.025,782,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.1,791,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.25,801,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.5,814,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.75,830,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.9,847,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,00+,quantile,0.975,870,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,05-14,quantile,0.025,23,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,05-14,quantile,0.1,23,COVID-19
2021-07-01,-17 day ahead inc hosp,2021-06-14,DE,05-14,quantile,0.25,23,COVID-19
