date,location,age_group,value
2021-05-08,GM,00-04,60.0
2021-05-08,GM,00+,2949.0
2021-05-08,GM,05-14,57.0
2021-05-08,GM,15-34,321.0
2021-05-08,GM,35-59,782.0
2021-05-08,GM,60-79,1116.0
2021-05-08,GM,80+,613.0
2021-05-08,GM10,00-04,2.0
2021-05-08,GM10,00+,65.0
2021-05-08,GM10,05-14,2.0
2021-05-08,GM10,15-34,7.0
2021-05-08,GM10,35-59,17.0
2021-05-08,GM10,60-79,25.0
2021-05-08,GM10,80+,12.0
2021-05-08,GM04,00-04,2.0
2021-05-08,GM04,00+,19.0
2021-05-08,GM04,05-14,0.0
2021-05-08,GM04,15-34,2.0
2021-05-08,GM04,35-59,4.0
2021-05-08,GM04,60-79,5.0
2021-05-08,GM04,80+,6.0
2021-05-08,GM06,00-04,4.0
2021-05-08,GM06,00+,207.0
2021-05-08,GM06,05-14,4.0
2021-05-08,GM06,15-34,31.0
2021-05-08,GM06,35-59,57.0
2021-05-08,GM06,60-79,72.0
2021-05-08,GM06,80+,39.0
2021-05-08,GM03,00-04,1.0
2021-05-08,GM03,00+,35.0
2021-05-08,GM03,05-14,0.0
2021-05-08,GM03,15-34,7.0
2021-05-08,GM03,35-59,8.0
2021-05-08,GM03,60-79,14.0
2021-05-08,GM03,80+,5.0
2021-05-08,GM07,00-04,24.0
2021-05-08,GM07,00+,671.0
2021-05-08,GM07,05-14,11.0
2021-05-08,GM07,15-34,81.0
2021-05-08,GM07,35-59,191.0
2021-05-08,GM07,60-79,247.0
2021-05-08,GM07,80+,117.0
2021-05-08,GM05,00-04,4.0
2021-05-08,GM05,00+,273.0
2021-05-08,GM05,05-14,6.0
2021-05-08,GM05,15-34,36.0
2021-05-08,GM05,35-59,78.0
2021-05-08,GM05,60-79,85.0
2021-05-08,GM05,80+,64.0
2021-05-08,GM08,00-04,0.0
2021-05-08,GM08,00+,98.0
2021-05-08,GM08,05-14,1.0
2021-05-08,GM08,15-34,11.0
2021-05-08,GM08,35-59,30.0
2021-05-08,GM08,60-79,36.0
2021-05-08,GM08,80+,20.0
2021-05-08,GM01,00-04,4.0
2021-05-08,GM01,00+,355.0
2021-05-08,GM01,05-14,11.0
2021-05-08,GM01,15-34,48.0
2021-05-08,GM01,35-59,117.0
2021-05-08,GM01,60-79,121.0
2021-05-08,GM01,80+,54.0
2021-05-08,GM02,00-04,2.0
2021-05-08,GM02,00+,406.0
2021-05-08,GM02,05-14,9.0
2021-05-08,GM02,15-34,44.0
2021-05-08,GM02,35-59,98.0
2021-05-08,GM02,60-79,150.0
2021-05-08,GM02,80+,103.0
2021-05-08,GM09,00-04,0.0
2021-05-08,GM09,00+,13.0
2021-05-08,GM09,05-14,0.0
2021-05-08,GM09,15-34,1.0
2021-05-08,GM09,35-59,5.0
2021-05-08,GM09,60-79,4.0
2021-05-08,GM09,80+,3.0
2021-05-08,GM16,00-04,3.0
2021-05-08,GM16,00+,98.0
2021-05-08,GM16,05-14,1.0
2021-05-08,GM16,15-34,12.0
2021-05-08,GM16,35-59,40.0
2021-05-08,GM16,60-79,30.0
2021-05-08,GM16,80+,12.0
2021-05-08,GM11,00-04,2.0
2021-05-08,GM11,00+,82.0
2021-05-08,GM11,05-14,1.0
2021-05-08,GM11,15-34,4.0
2021-05-08,GM11,35-59,22.0
2021-05-08,GM11,60-79,40.0
2021-05-08,GM11,80+,13.0
2021-05-08,GM12,00-04,1.0
2021-05-08,GM12,00+,71.0
