date,location,age_group,value
2021-06-15,GM,00-04,13
2021-06-15,GM,00+,496
2021-06-15,GM,05-14,11
2021-06-15,GM,15-34,74
2021-06-15,GM,35-59,162
2021-06-15,GM,60-79,146
2021-06-15,GM,80+,90
2021-06-15,GM10,00-04,1
2021-06-15,GM10,00+,20
2021-06-15,GM10,05-14,0
2021-06-15,GM10,15-34,4
2021-06-15,GM10,35-59,11
2021-06-15,GM10,60-79,2
2021-06-15,GM10,80+,2
2021-06-15,GM04,00-04,3
2021-06-15,GM04,00+,3
2021-06-15,GM04,05-14,0
2021-06-15,GM04,15-34,0
2021-06-15,GM04,35-59,0
2021-06-15,GM04,60-79,0
2021-06-15,GM04,80+,0
2021-06-15,GM06,00-04,0
2021-06-15,GM06,00+,25
2021-06-15,GM06,05-14,0
2021-06-15,GM06,15-34,4
2021-06-15,GM06,35-59,10
2021-06-15,GM06,60-79,7
2021-06-15,GM06,80+,4
2021-06-15,GM03,00-04,0
2021-06-15,GM03,00+,4
2021-06-15,GM03,05-14,0
2021-06-15,GM03,15-34,2
2021-06-15,GM03,35-59,0
2021-06-15,GM03,60-79,1
2021-06-15,GM03,80+,1
2021-06-15,GM07,00-04,4
2021-06-15,GM07,00+,115
2021-06-15,GM07,05-14,2
2021-06-15,GM07,15-34,18
2021-06-15,GM07,35-59,42
2021-06-15,GM07,60-79,29
2021-06-15,GM07,80+,20
2021-06-15,GM05,00-04,1
2021-06-15,GM05,00+,47
2021-06-15,GM05,05-14,0
2021-06-15,GM05,15-34,7
2021-06-15,GM05,35-59,16
2021-06-15,GM05,60-79,14
2021-06-15,GM05,80+,9
2021-06-15,GM08,00-04,0
2021-06-15,GM08,00+,27
2021-06-15,GM08,05-14,0
2021-06-15,GM08,15-34,5
2021-06-15,GM08,35-59,13
2021-06-15,GM08,60-79,6
2021-06-15,GM08,80+,3
2021-06-15,GM01,00-04,1
2021-06-15,GM01,00+,76
2021-06-15,GM01,05-14,5
2021-06-15,GM01,15-34,12
2021-06-15,GM01,35-59,19
2021-06-15,GM01,60-79,22
2021-06-15,GM01,80+,17
2021-06-15,GM02,00-04,1
2021-06-15,GM02,00+,73
2021-06-15,GM02,05-14,3
2021-06-15,GM02,15-34,12
2021-06-15,GM02,35-59,23
2021-06-15,GM02,60-79,24
2021-06-15,GM02,80+,10
2021-06-15,GM09,00-04,1
2021-06-15,GM09,00+,6
2021-06-15,GM09,05-14,0
2021-06-15,GM09,15-34,1
2021-06-15,GM09,35-59,2
2021-06-15,GM09,60-79,1
2021-06-15,GM09,80+,1
2021-06-15,GM16,00-04,0
2021-06-15,GM16,00+,16
2021-06-15,GM16,05-14,1
2021-06-15,GM16,15-34,3
2021-06-15,GM16,35-59,7
2021-06-15,GM16,60-79,4
2021-06-15,GM16,80+,1
2021-06-15,GM11,00-04,0
2021-06-15,GM11,00+,4
2021-06-15,GM11,05-14,0
2021-06-15,GM11,15-34,0
2021-06-15,GM11,35-59,0
2021-06-15,GM11,60-79,2
2021-06-15,GM11,80+,2
2021-06-15,GM12,00-04,0
2021-06-15,GM12,00+,11
2021-06-15,GM12,05-14,0
2021-06-15,GM12,15-34,1
2021-06-15,GM12,35-59,7
2021-06-15,GM12,60-79,1
2021-06-15,GM12,80+,2
2021-06-15,GM13,00-04,0
2021-06-15,GM13,00+,28
2021-06-15,GM13,05-14,0
2021-06-15,GM13,15-34,3
2021-06-15,GM13,35-59,3
2021-06-15,GM13,60-79,16
2021-06-15,GM13,80+,6
2021-06-15,GM14,00-04,0
2021-06-15,GM14,00+,16
2021-06-15,GM14,05-14,0
2021-06-15,GM14,15-34,0
2021-06-15,GM14,35-59,2
2021-06-15,GM14,60-79,9
2021-06-15,GM14,80+,5
2021-06-15,GM15,00-04,1
2021-06-15,GM15,00+,25
2021-06-15,GM15,05-14,0
2021-06-15,GM15,15-34,2
2021-06-15,GM15,35-59,7
2021-06-15,GM15,60-79,8
2021-06-15,GM15,80+,7
2021-06-14,GM,00-04,13
2021-06-14,GM,00+,572
2021-06-14,GM,05-14,17
2021-06-14,GM,15-34,85
2021-06-14,GM,35-59,167
2021-06-14,GM,60-79,178
2021-06-14,GM,80+,112
2021-06-14,GM10,00-04,0
2021-06-14,GM10,00+,20
2021-06-14,GM10,05-14,0
2021-06-14,GM10,15-34,4
2021-06-14,GM10,35-59,11
2021-06-14,GM10,60-79,2
2021-06-14,GM10,80+,3
2021-06-14,GM04,00-04,3
2021-06-14,GM04,00+,6
2021-06-14,GM04,05-14,0
2021-06-14,GM04,15-34,0
2021-06-14,GM04,35-59,1
2021-06-14,GM04,60-79,1
2021-06-14,GM04,80+,1
2021-06-14,GM06,00-04,2
2021-06-14,GM06,00+,36
2021-06-14,GM06,05-14,0
2021-06-14,GM06,15-34,4
2021-06-14,GM06,35-59,11
2021-06-14,GM06,60-79,11
2021-06-14,GM06,80+,8
2021-06-14,GM03,00-04,0
2021-06-14,GM03,00+,4
2021-06-14,GM03,05-14,0
2021-06-14,GM03,15-34,2
2021-06-14,GM03,35-59,0
2021-06-14,GM03,60-79,1
2021-06-14,GM03,80+,1
2021-06-14,GM07,00-04,2
2021-06-14,GM07,00+,123
2021-06-14,GM07,05-14,3
2021-06-14,GM07,15-34,20
2021-06-14,GM07,35-59,40
2021-06-14,GM07,60-79,35
2021-06-14,GM07,80+,23
2021-06-14,GM05,00-04,1
2021-06-14,GM05,00+,49
2021-06-14,GM05,05-14,1
2021-06-14,GM05,15-34,7
2021-06-14,GM05,35-59,15
2021-06-14,GM05,60-79,13
2021-06-14,GM05,80+,12
2021-06-14,GM08,00-04,0
2021-06-14,GM08,00+,31
2021-06-14,GM08,05-14,0
2021-06-14,GM08,15-34,6
2021-06-14,GM08,35-59,14
2021-06-14,GM08,60-79,7
2021-06-14,GM08,80+,4
2021-06-14,GM01,00-04,1
2021-06-14,GM01,00+,94
2021-06-14,GM01,05-14,7
2021-06-14,GM01,15-34,15
2021-06-14,GM01,35-59,22
2021-06-14,GM01,60-79,30
2021-06-14,GM01,80+,19
2021-06-14,GM02,00-04,1
2021-06-14,GM02,00+,85
2021-06-14,GM02,05-14,4
2021-06-14,GM02,15-34,15
2021-06-14,GM02,35-59,24
2021-06-14,GM02,60-79,29
2021-06-14,GM02,80+,12
2021-06-14,GM09,00-04,1
2021-06-14,GM09,00+,6
2021-06-14,GM09,05-14,0
2021-06-14,GM09,15-34,1
2021-06-14,GM09,35-59,2
2021-06-14,GM09,60-79,1
2021-06-14,GM09,80+,1
2021-06-14,GM16,00-04,1
2021-06-14,GM16,00+,19
2021-06-14,GM16,05-14,1
2021-06-14,GM16,15-34,4
2021-06-14,GM16,35-59,7
2021-06-14,GM16,60-79,5
2021-06-14,GM16,80+,1
2021-06-14,GM11,00-04,0
2021-06-14,GM11,00+,3
2021-06-14,GM11,05-14,0
2021-06-14,GM11,15-34,1
2021-06-14,GM11,35-59,0
2021-06-14,GM11,60-79,2
2021-06-14,GM11,80+,0
2021-06-14,GM12,00-04,0
2021-06-14,GM12,00+,10
2021-06-14,GM12,05-14,0
2021-06-14,GM12,15-34,1
2021-06-14,GM12,35-59,6
2021-06-14,GM12,60-79,1
2021-06-14,GM12,80+,2
2021-06-14,GM13,00-04,1
2021-06-14,GM13,00+,35
2021-06-14,GM13,05-14,1
2021-06-14,GM13,15-34,3
2021-06-14,GM13,35-59,4
2021-06-14,GM13,60-79,18
2021-06-14,GM13,80+,8
2021-06-14,GM14,00-04,0
2021-06-14,GM14,00+,18
2021-06-14,GM14,05-14,0
2021-06-14,GM14,15-34,0
2021-06-14,GM14,35-59,3
2021-06-14,GM14,60-79,9
2021-06-14,GM14,80+,6
2021-06-14,GM15,00-04,0
2021-06-14,GM15,00+,33
2021-06-14,GM15,05-14,0
2021-06-14,GM15,15-34,2
2021-06-14,GM15,35-59,7
2021-06-14,GM15,60-79,13
2021-06-14,GM15,80+,11
2021-06-13,GM,00-04,14
2021-06-13,GM,00+,601
2021-06-13,GM,05-14,18
2021-06-13,GM,15-34,89
2021-06-13,GM,35-59,175
2021-06-13,GM,60-79,182
2021-06-13,GM,80+,123
2021-06-13,GM10,00-04,0
2021-06-13,GM10,00+,20
2021-06-13,GM10,05-14,0
2021-06-13,GM10,15-34,4
