date,location,age_group,value
2021-05-23,GM,00-04,37.0
2021-05-23,GM,00+,1713.0
2021-05-23,GM,05-14,33.0
2021-05-23,GM,15-34,233.0
2021-05-23,GM,35-59,461.0
2021-05-23,GM,60-79,611.0
2021-05-23,GM,80+,338.0
2021-05-23,GM10,00-04,1.0
2021-05-23,GM10,00+,32.0
2021-05-23,GM10,05-14,1.0
2021-05-23,GM10,15-34,5.0
2021-05-23,GM10,35-59,16.0
2021-05-23,GM10,60-79,4.0
2021-05-23,GM10,80+,5.0
2021-05-23,GM04,00-04,1.0
2021-05-23,GM04,00+,12.0
2021-05-23,GM04,05-14,0.0
2021-05-23,GM04,15-34,1.0
2021-05-23,GM04,35-59,5.0
2021-05-23,GM04,60-79,3.0
2021-05-23,GM04,80+,2.0
2021-05-23,GM06,00-04,4.0
2021-05-23,GM06,00+,94.0
2021-05-23,GM06,05-14,2.0
2021-05-23,GM06,15-34,18.0
2021-05-23,GM06,35-59,27.0
2021-05-23,GM06,60-79,34.0
2021-05-23,GM06,80+,9.0
2021-05-23,GM03,00-04,0.0
2021-05-23,GM03,00+,11.0
2021-05-23,GM03,05-14,0.0
2021-05-23,GM03,15-34,2.0
2021-05-23,GM03,35-59,5.0
2021-05-23,GM03,60-79,3.0
2021-05-23,GM03,80+,1.0
2021-05-23,GM07,00-04,7.0
2021-05-23,GM07,00+,340.0
2021-05-23,GM07,05-14,8.0
2021-05-23,GM07,15-34,52.0
2021-05-23,GM07,35-59,98.0
2021-05-23,GM07,60-79,114.0
2021-05-23,GM07,80+,61.0
2021-05-23,GM05,00-04,5.0
2021-05-23,GM05,00+,154.0
2021-05-23,GM05,05-14,7.0
2021-05-23,GM05,15-34,24.0
2021-05-23,GM05,35-59,50.0
2021-05-23,GM05,60-79,40.0
2021-05-23,GM05,80+,28.0
2021-05-23,GM08,00-04,2.0
2021-05-23,GM08,00+,54.0
2021-05-23,GM08,05-14,0.0
2021-05-23,GM08,15-34,14.0
2021-05-23,GM08,35-59,16.0
2021-05-23,GM08,60-79,17.0
2021-05-23,GM08,80+,5.0
2021-05-23,GM01,00-04,4.0
2021-05-23,GM01,00+,255.0
2021-05-23,GM01,05-14,5.0
2021-05-23,GM01,15-34,37.0
2021-05-23,GM01,35-59,71.0
2021-05-23,GM01,60-79,93.0
2021-05-23,GM01,80+,45.0
2021-05-23,GM02,00-04,4.0
2021-05-23,GM02,00+,195.0
2021-05-23,GM02,05-14,4.0
2021-05-23,GM02,15-34,34.0
2021-05-23,GM02,35-59,44.0
2021-05-23,GM02,60-79,62.0
2021-05-23,GM02,80+,47.0
2021-05-23,GM09,00-04,1.0
2021-05-23,GM09,00+,21.0
2021-05-23,GM09,05-14,1.0
2021-05-23,GM09,15-34,2.0
2021-05-23,GM09,35-59,5.0
2021-05-23,GM09,60-79,8.0
2021-05-23,GM09,80+,4.0
2021-05-23,GM16,00-04,2.0
2021-05-23,GM16,00+,79.0
2021-05-23,GM16,05-14,2.0
2021-05-23,GM16,15-34,10.0
2021-05-23,GM16,35-59,33.0
2021-05-23,GM16,60-79,25.0
2021-05-23,GM16,80+,7.0
2021-05-23,GM11,00-04,0.0
2021-05-23,GM11,00+,47.0
2021-05-23,GM11,05-14,0.0
2021-05-23,GM11,15-34,4.0
2021-05-23,GM11,35-59,9.0
2021-05-23,GM11,60-79,22.0
2021-05-23,GM11,80+,12.0
2021-05-23,GM12,00-04,0.0
2021-05-23,GM12,00+,61.0
2021-05-23,GM12,05-14,0.0
2021-05-23,GM12,15-34,5.0
2021-05-23,GM12,35-59,14.0
2021-05-23,GM12,60-79,26.0
2021-05-23,GM12,80+,16.0
2021-05-23,GM13,00-04,3.0
2021-05-23,GM13,00+,166.0
2021-05-23,GM13,05-14,0.0
2021-05-23,GM13,15-34,11.0
2021-05-23,GM13,35-59,28.0
2021-05-23,GM13,60-79,72.0
2021-05-23,GM13,80+,52.0
2021-05-23,GM14,00-04,1.0
