date,location,age_group,value
2021-08-12,GM,00-04,21
2021-08-12,GM,00+,717
2021-08-12,GM,05-14,18
2021-08-12,GM,15-34,178
2021-08-12,GM,35-59,256
2021-08-12,GM,60-79,147
2021-08-12,GM,80+,97
2021-08-12,GM10,00-04,1
2021-08-12,GM10,00+,41
2021-08-12,GM10,05-14,0
2021-08-12,GM10,15-34,6
2021-08-12,GM10,35-59,21
2021-08-12,GM10,60-79,9
2021-08-12,GM10,80+,4
2021-08-12,GM04,00-04,1
2021-08-12,GM04,00+,12
2021-08-12,GM04,05-14,0
2021-08-12,GM04,15-34,5
2021-08-12,GM04,35-59,1
2021-08-12,GM04,60-79,4
2021-08-12,GM04,80+,1
2021-08-12,GM06,00-04,2
2021-08-12,GM06,00+,49
2021-08-12,GM06,05-14,0
2021-08-12,GM06,15-34,15
2021-08-12,GM06,35-59,15
2021-08-12,GM06,60-79,9
2021-08-12,GM06,80+,8
2021-08-12,GM03,00-04,0
2021-08-12,GM03,00+,8
2021-08-12,GM03,05-14,0
2021-08-12,GM03,15-34,3
2021-08-12,GM03,35-59,4
2021-08-12,GM03,60-79,1
2021-08-12,GM03,80+,0
2021-08-12,GM07,00-04,11
2021-08-12,GM07,00+,239
2021-08-12,GM07,05-14,11
2021-08-12,GM07,15-34,61
2021-08-12,GM07,35-59,92
2021-08-12,GM07,60-79,32
2021-08-12,GM07,80+,32
2021-08-12,GM05,00-04,2
2021-08-12,GM05,00+,74
2021-08-12,GM05,05-14,1
2021-08-12,GM05,15-34,21
2021-08-12,GM05,35-59,23
2021-08-12,GM05,60-79,18
2021-08-12,GM05,80+,9
2021-08-12,GM08,00-04,0
2021-08-12,GM08,00+,33
2021-08-12,GM08,05-14,0
2021-08-12,GM08,15-34,6
2021-08-12,GM08,35-59,13
2021-08-12,GM08,60-79,8
2021-08-12,GM08,80+,6
2021-08-12,GM01,00-04,1
2021-08-12,GM01,00+,86
2021-08-12,GM01,05-14,2
2021-08-12,GM01,15-34,34
2021-08-12,GM01,35-59,19
2021-08-12,GM01,60-79,24
2021-08-12,GM01,80+,6
2021-08-12,GM02,00-04,1
2021-08-12,GM02,00+,64
2021-08-12,GM02,05-14,0
2021-08-12,GM02,15-34,8
2021-08-12,GM02,35-59,24
2021-08-12,GM02,60-79,19
2021-08-12,GM02,80+,12
2021-08-12,GM09,00-04,0
2021-08-12,GM09,00+,7
2021-08-12,GM09,05-14,0
2021-08-12,GM09,15-34,0
2021-08-12,GM09,35-59,4
2021-08-12,GM09,60-79,2
2021-08-12,GM09,80+,1
2021-08-12,GM16,00-04,2
2021-08-12,GM16,00+,46
2021-08-12,GM16,05-14,1
2021-08-12,GM16,15-34,11
2021-08-12,GM16,35-59,20
2021-08-12,GM16,60-79,6
2021-08-12,GM16,80+,6
2021-08-12,GM11,00-04,0
2021-08-12,GM11,00+,9
2021-08-12,GM11,05-14,1
2021-08-12,GM11,15-34,1
2021-08-12,GM11,35-59,5
2021-08-12,GM11,60-79,0
2021-08-12,GM11,80+,2
2021-08-12,GM12,00-04,0
2021-08-12,GM12,00+,18
2021-08-12,GM12,05-14,0
2021-08-12,GM12,15-34,2
2021-08-12,GM12,35-59,8
2021-08-12,GM12,60-79,3
2021-08-12,GM12,80+,5
2021-08-12,GM13,00-04,0
2021-08-12,GM13,00+,10
2021-08-12,GM13,05-14,2
2021-08-12,GM13,15-34,0
2021-08-12,GM13,35-59,3
2021-08-12,GM13,60-79,5
2021-08-12,GM13,80+,0
2021-08-12,GM14,00-04,0
2021-08-12,GM14,00+,7
2021-08-12,GM14,05-14,0
2021-08-12,GM14,15-34,1
2021-08-12,GM14,35-59,2
2021-08-12,GM14,60-79,3
2021-08-12,GM14,80+,1
2021-08-12,GM15,00-04,0
2021-08-12,GM15,00+,14
2021-08-12,GM15,05-14,0
2021-08-12,GM15,15-34,4
2021-08-12,GM15,35-59,2
2021-08-12,GM15,60-79,4
2021-08-12,GM15,80+,4
2021-08-11,GM,00-04,21
2021-08-11,GM,00+,737
2021-08-11,GM,05-14,17
2021-08-11,GM,15-34,184
2021-08-11,GM,35-59,264
2021-08-11,GM,60-79,152
2021-08-11,GM,80+,99
2021-08-11,GM10,00-04,1
2021-08-11,GM10,00+,40
2021-08-11,GM10,05-14,0
2021-08-11,GM10,15-34,6
2021-08-11,GM10,35-59,20
2021-08-11,GM10,60-79,9
2021-08-11,GM10,80+,4
2021-08-11,GM04,00-04,1
2021-08-11,GM04,00+,17
2021-08-11,GM04,05-14,0
2021-08-11,GM04,15-34,7
2021-08-11,GM04,35-59,4
2021-08-11,GM04,60-79,4
2021-08-11,GM04,80+,1
2021-08-11,GM06,00-04,2
2021-08-11,GM06,00+,55
2021-08-11,GM06,05-14,0
2021-08-11,GM06,15-34,19
2021-08-11,GM06,35-59,15
2021-08-11,GM06,60-79,11
2021-08-11,GM06,80+,8
2021-08-11,GM03,00-04,0
2021-08-11,GM03,00+,5
2021-08-11,GM03,05-14,0
2021-08-11,GM03,15-34,3
2021-08-11,GM03,35-59,2
2021-08-11,GM03,60-79,0
2021-08-11,GM03,80+,0
2021-08-11,GM07,00-04,10
2021-08-11,GM07,00+,251
2021-08-11,GM07,05-14,11
2021-08-11,GM07,15-34,64
2021-08-11,GM07,35-59,97
2021-08-11,GM07,60-79,35
2021-08-11,GM07,80+,34
2021-08-11,GM05,00-04,2
2021-08-11,GM05,00+,81
2021-08-11,GM05,05-14,1
2021-08-11,GM05,15-34,25
2021-08-11,GM05,35-59,25
2021-08-11,GM05,60-79,18
2021-08-11,GM05,80+,10
2021-08-11,GM08,00-04,1
2021-08-11,GM08,00+,30
2021-08-11,GM08,05-14,0
2021-08-11,GM08,15-34,4
2021-08-11,GM08,35-59,13
2021-08-11,GM08,60-79,8
2021-08-11,GM08,80+,4
2021-08-11,GM01,00-04,1
2021-08-11,GM01,00+,73
2021-08-11,GM01,05-14,1
2021-08-11,GM01,15-34,27
2021-08-11,GM01,35-59,16
2021-08-11,GM01,60-79,22
2021-08-11,GM01,80+,6
2021-08-11,GM02,00-04,1
2021-08-11,GM02,00+,69
2021-08-11,GM02,05-14,0
2021-08-11,GM02,15-34,8
2021-08-11,GM02,35-59,27
2021-08-11,GM02,60-79,21
2021-08-11,GM02,80+,12
2021-08-11,GM09,00-04,0
2021-08-11,GM09,00+,7
2021-08-11,GM09,05-14,0
2021-08-11,GM09,15-34,0
2021-08-11,GM09,35-59,4
2021-08-11,GM09,60-79,2
2021-08-11,GM09,80+,1
2021-08-11,GM16,00-04,2
2021-08-11,GM16,00+,48
2021-08-11,GM16,05-14,1
2021-08-11,GM16,15-34,13
2021-08-11,GM16,35-59,20
2021-08-11,GM16,60-79,6
2021-08-11,GM16,80+,6
2021-08-11,GM11,00-04,0
2021-08-11,GM11,00+,10
2021-08-11,GM11,05-14,1
2021-08-11,GM11,15-34,1
2021-08-11,GM11,35-59,4
2021-08-11,GM11,60-79,2
2021-08-11,GM11,80+,2
2021-08-11,GM12,00-04,0
2021-08-11,GM12,00+,19
2021-08-11,GM12,05-14,0
2021-08-11,GM12,15-34,2
2021-08-11,GM12,35-59,9
2021-08-11,GM12,60-79,2
2021-08-11,GM12,80+,6
2021-08-11,GM13,00-04,0
2021-08-11,GM13,00+,11
2021-08-11,GM13,05-14,2
2021-08-11,GM13,15-34,0
2021-08-11,GM13,35-59,4
2021-08-11,GM13,60-79,5
2021-08-11,GM13,80+,0
2021-08-11,GM14,00-04,0
2021-08-11,GM14,00+,7
2021-08-11,GM14,05-14,0
2021-08-11,GM14,15-34,1
2021-08-11,GM14,35-59,2
2021-08-11,GM14,60-79,3
2021-08-11,GM14,80+,1
2021-08-11,GM15,00-04,0
2021-08-11,GM15,00+,14
2021-08-11,GM15,05-14,0
2021-08-11,GM15,15-34,4
2021-08-11,GM15,35-59,2
2021-08-11,GM15,60-79,4
2021-08-11,GM15,80+,4
2021-08-10,GM,00-04,19
2021-08-10,GM,00+,745
2021-08-10,GM,05-14,16
2021-08-10,GM,15-34,192
2021-08-10,GM,35-59,267
2021-08-10,GM,60-79,146
2021-08-10,GM,80+,105
2021-08-10,GM10,00-04,1
2021-08-10,GM10,00+,47
2021-08-10,GM10,05-14,0
2021-08-10,GM10,15-34,7
2021-08-10,GM10,35-59,28
2021-08-10,GM10,60-79,7
2021-08-10,GM10,80+,4
2021-08-10,GM04,00-04,1
2021-08-10,GM04,00+,21
2021-08-10,GM04,05-14,0
2021-08-10,GM04,15-34,9
2021-08-10,GM04,35-59,4
2021-08-10,GM04,60-79,5
2021-08-10,GM04,80+,2
2021-08-10,GM06,00-04,2
2021-08-10,GM06,00+,55
2021-08-10,GM06,05-14,1
2021-08-10,GM06,15-34,22
2021-08-10,GM06,35-59,14
2021-08-10,GM06,60-79,9
2021-08-10,GM06,80+,7
2021-08-10,GM03,00-04,0
2021-08-10,GM03,00+,6
2021-08-10,GM03,05-14,0
2021-08-10,GM03,15-34,4
2021-08-10,GM03,35-59,2
2021-08-10,GM03,60-79,0
2021-08-10,GM03,80+,0
2021-08-10,GM07,00-04,11
2021-08-10,GM07,00+,237
2021-08-10,GM07,05-14,10
2021-08-10,GM07,15-34,57
2021-08-10,GM07,35-59,90
2021-08-10,GM07,60-79,34
2021-08-10,GM07,80+,35
2021-08-10,GM05,00-04,1
2021-08-10,GM05,00+,84
2021-08-10,GM05,05-14,1
