date,location,age_group,value
2021-05-08,DE,00-04,60.0
2021-05-08,DE,00+,2949.0
2021-05-08,DE,05-14,57.0
2021-05-08,DE,15-34,321.0
2021-05-08,DE,35-59,782.0
2021-05-08,DE,60-79,1116.0
2021-05-08,DE,80+,613.0
2021-05-08,DE-SH,00-04,2.0
2021-05-08,DE-SH,00+,65.0
2021-05-08,DE-SH,05-14,2.0
2021-05-08,DE-SH,15-34,7.0
2021-05-08,DE-SH,35-59,17.0
2021-05-08,DE-SH,60-79,25.0
2021-05-08,DE-SH,80+,12.0
2021-05-08,DE-HH,00-04,2.0
2021-05-08,DE-HH,00+,19.0
2021-05-08,DE-HH,05-14,0.0
2021-05-08,DE-HH,15-34,2.0
2021-05-08,DE-HH,35-59,4.0
2021-05-08,DE-HH,60-79,5.0
2021-05-08,DE-HH,80+,6.0
2021-05-08,DE-NI,00-04,4.0
2021-05-08,DE-NI,00+,207.0
2021-05-08,DE-NI,05-14,4.0
2021-05-08,DE-NI,15-34,31.0
2021-05-08,DE-NI,35-59,57.0
2021-05-08,DE-NI,60-79,72.0
2021-05-08,DE-NI,80+,39.0
2021-05-08,DE-HB,00-04,1.0
2021-05-08,DE-HB,00+,35.0
2021-05-08,DE-HB,05-14,0.0
2021-05-08,DE-HB,15-34,7.0
2021-05-08,DE-HB,35-59,8.0
2021-05-08,DE-HB,60-79,14.0
2021-05-08,DE-HB,80+,5.0
2021-05-08,DE-NW,00-04,24.0
2021-05-08,DE-NW,00+,671.0
2021-05-08,DE-NW,05-14,11.0
2021-05-08,DE-NW,15-34,81.0
2021-05-08,DE-NW,35-59,191.0
2021-05-08,DE-NW,60-79,247.0
2021-05-08,DE-NW,80+,117.0
2021-05-08,DE-HE,00-04,4.0
2021-05-08,DE-HE,00+,273.0
2021-05-08,DE-HE,05-14,6.0
2021-05-08,DE-HE,15-34,36.0
2021-05-08,DE-HE,35-59,78.0
2021-05-08,DE-HE,60-79,85.0
2021-05-08,DE-HE,80+,64.0
2021-05-08,DE-RP,00-04,0.0
2021-05-08,DE-RP,00+,98.0
2021-05-08,DE-RP,05-14,1.0
2021-05-08,DE-RP,15-34,11.0
2021-05-08,DE-RP,35-59,30.0
2021-05-08,DE-RP,60-79,36.0
2021-05-08,DE-RP,80+,20.0
2021-05-08,DE-BW,00-04,4.0
2021-05-08,DE-BW,00+,355.0
2021-05-08,DE-BW,05-14,11.0
2021-05-08,DE-BW,15-34,48.0
2021-05-08,DE-BW,35-59,117.0
2021-05-08,DE-BW,60-79,121.0
2021-05-08,DE-BW,80+,54.0
2021-05-08,DE-BY,00-04,2.0
2021-05-08,DE-BY,00+,406.0
2021-05-08,DE-BY,05-14,9.0
2021-05-08,DE-BY,15-34,44.0
2021-05-08,DE-BY,35-59,98.0
2021-05-08,DE-BY,60-79,150.0
2021-05-08,DE-BY,80+,103.0
2021-05-08,DE-SL,00-04,0.0
2021-05-08,DE-SL,00+,13.0
2021-05-08,DE-SL,05-14,0.0
2021-05-08,DE-SL,15-34,1.0
2021-05-08,DE-SL,35-59,5.0
2021-05-08,DE-SL,60-79,4.0
2021-05-08,DE-SL,80+,3.0
2021-05-08,DE-BE,00-04,3.0
2021-05-08,DE-BE,00+,98.0
2021-05-08,DE-BE,05-14,1.0
2021-05-08,DE-BE,15-34,12.0
2021-05-08,DE-BE,35-59,40.0
2021-05-08,DE-BE,60-79,30.0
2021-05-08,DE-BE,80+,12.0
2021-05-08,DE-BB,00-04,2.0
2021-05-08,DE-BB,00+,82.0
2021-05-08,DE-BB,05-14,1.0
2021-05-08,DE-BB,15-34,4.0
2021-05-08,DE-BB,35-59,22.0
2021-05-08,DE-BB,60-79,40.0
2021-05-08,DE-BB,80+,13.0
2021-05-08,DE-MV,00-04,1.0
2021-05-08,DE-MV,00+,71.0
2021-05-08,DE-MV,05-14,1.0
2021-05-08,DE-MV,15-34,3.0
2021-05-08,DE-MV,35-59,11.0
2021-05-08,DE-MV,60-79,30.0
2021-05-08,DE-MV,80+,25.0
2021-05-08,DE-SN,00-04,6.0
2021-05-08,DE-SN,00+,262.0
2021-05-08,DE-SN,05-14,3.0
2021-05-08,DE-SN,15-34,14.0
2021-05-08,DE-SN,35-59,53.0
2021-05-08,DE-SN,60-79,117.0
2021-05-08,DE-SN,80+,69.0
2021-05-08,DE-ST,00-04,3.0
2021-05-08,DE-ST,00+,120.0
2021-05-08,DE-ST,05-14,1.0
2021-05-08,DE-ST,15-34,7.0
2021-05-08,DE-ST,35-59,21.0
2021-05-08,DE-ST,60-79,55.0
2021-05-08,DE-ST,80+,33.0
2021-05-08,DE-TH,00-04,2.0
2021-05-08,DE-TH,00+,174.0
2021-05-08,DE-TH,05-14,6.0
2021-05-08,DE-TH,15-34,13.0
2021-05-08,DE-TH,35-59,30.0
2021-05-08,DE-TH,60-79,85.0
2021-05-08,DE-TH,80+,38.0
2021-05-07,DE,00-04,68.0
2021-05-07,DE,00+,3409.0
2021-05-07,DE,05-14,72.0
2021-05-07,DE,15-34,375.0
2021-05-07,DE,35-59,931.0
2021-05-07,DE,60-79,1251.0
2021-05-07,DE,80+,712.0
2021-05-07,DE-SH,00-04,2.0
2021-05-07,DE-SH,00+,71.0
2021-05-07,DE-SH,05-14,2.0
2021-05-07,DE-SH,15-34,11.0
2021-05-07,DE-SH,35-59,20.0
2021-05-07,DE-SH,60-79,26.0
2021-05-07,DE-SH,80+,10.0
2021-05-07,DE-HH,00-04,2.0
2021-05-07,DE-HH,00+,21.0
2021-05-07,DE-HH,05-14,0.0
2021-05-07,DE-HH,15-34,2.0
2021-05-07,DE-HH,35-59,6.0
2021-05-07,DE-HH,60-79,5.0
2021-05-07,DE-HH,80+,6.0
2021-05-07,DE-NI,00-04,4.0
2021-05-07,DE-NI,00+,240.0
2021-05-07,DE-NI,05-14,4.0
2021-05-07,DE-NI,15-34,33.0
2021-05-07,DE-NI,35-59,72.0
2021-05-07,DE-NI,60-79,83.0
2021-05-07,DE-NI,80+,44.0
2021-05-07,DE-HB,00-04,1.0
2021-05-07,DE-HB,00+,40.0
2021-05-07,DE-HB,05-14,0.0
2021-05-07,DE-HB,15-34,7.0
2021-05-07,DE-HB,35-59,12.0
2021-05-07,DE-HB,60-79,15.0
2021-05-07,DE-HB,80+,5.0
2021-05-07,DE-NW,00-04,29.0
2021-05-07,DE-NW,00+,772.0
2021-05-07,DE-NW,05-14,14.0
2021-05-07,DE-NW,15-34,97.0
2021-05-07,DE-NW,35-59,218.0
2021-05-07,DE-NW,60-79,268.0
2021-05-07,DE-NW,80+,146.0
2021-05-07,DE-HE,00-04,4.0
2021-05-07,DE-HE,00+,318.0
2021-05-07,DE-HE,05-14,7.0
2021-05-07,DE-HE,15-34,43.0
2021-05-07,DE-HE,35-59,92.0
2021-05-07,DE-HE,60-79,89.0
2021-05-07,DE-HE,80+,83.0
2021-05-07,DE-RP,00-04,0.0
2021-05-07,DE-RP,00+,105.0
2021-05-07,DE-RP,05-14,4.0
2021-05-07,DE-RP,15-34,11.0
2021-05-07,DE-RP,35-59,31.0
2021-05-07,DE-RP,60-79,37.0
2021-05-07,DE-RP,80+,22.0
2021-05-07,DE-BW,00-04,5.0
2021-05-07,DE-BW,00+,439.0
2021-05-07,DE-BW,05-14,13.0
