date,location,age_group,value
2021-06-10,GM,00-04,12
2021-06-10,GM,00+,614
2021-06-10,GM,05-14,23
2021-06-10,GM,15-34,84
2021-06-10,GM,35-59,173
2021-06-10,GM,60-79,199
2021-06-10,GM,80+,123
2021-06-10,GM10,00-04,0
2021-06-10,GM10,00+,15
2021-06-10,GM10,05-14,1
2021-06-10,GM10,15-34,2
2021-06-10,GM10,35-59,8
2021-06-10,GM10,60-79,2
2021-06-10,GM10,80+,2
2021-06-10,GM04,00-04,0
2021-06-10,GM04,00+,6
2021-06-10,GM04,05-14,0
2021-06-10,GM04,15-34,0
2021-06-10,GM04,35-59,3
2021-06-10,GM04,60-79,2
2021-06-10,GM04,80+,1
2021-06-10,GM06,00-04,2
2021-06-10,GM06,00+,31
2021-06-10,GM06,05-14,0
2021-06-10,GM06,15-34,4
2021-06-10,GM06,35-59,8
2021-06-10,GM06,60-79,10
2021-06-10,GM06,80+,7
2021-06-10,GM03,00-04,0
2021-06-10,GM03,00+,0
2021-06-10,GM03,05-14,0
2021-06-10,GM03,15-34,0
2021-06-10,GM03,35-59,0
2021-06-10,GM03,60-79,0
2021-06-10,GM03,80+,0
2021-06-10,GM07,00-04,3
2021-06-10,GM07,00+,131
2021-06-10,GM07,05-14,6
2021-06-10,GM07,15-34,18
2021-06-10,GM07,35-59,36
2021-06-10,GM07,60-79,41
2021-06-10,GM07,80+,27
2021-06-10,GM05,00-04,0
2021-06-10,GM05,00+,57
2021-06-10,GM05,05-14,1
2021-06-10,GM05,15-34,9
2021-06-10,GM05,35-59,19
2021-06-10,GM05,60-79,15
2021-06-10,GM05,80+,13
2021-06-10,GM08,00-04,0
2021-06-10,GM08,00+,27
2021-06-10,GM08,05-14,2
2021-06-10,GM08,15-34,4
2021-06-10,GM08,35-59,13
2021-06-10,GM08,60-79,5
2021-06-10,GM08,80+,3
2021-06-10,GM01,00-04,1
2021-06-10,GM01,00+,104
2021-06-10,GM01,05-14,7
2021-06-10,GM01,15-34,10
2021-06-10,GM01,35-59,29
2021-06-10,GM01,60-79,41
2021-06-10,GM01,80+,16
2021-06-10,GM02,00-04,3
2021-06-10,GM02,00+,101
2021-06-10,GM02,05-14,3
2021-06-10,GM02,15-34,20
2021-06-10,GM02,35-59,22
2021-06-10,GM02,60-79,35
2021-06-10,GM02,80+,18
2021-06-10,GM09,00-04,0
2021-06-10,GM09,00+,7
2021-06-10,GM09,05-14,0
2021-06-10,GM09,15-34,0
2021-06-10,GM09,35-59,4
2021-06-10,GM09,60-79,1
2021-06-10,GM09,80+,2
2021-06-10,GM16,00-04,1
2021-06-10,GM16,00+,31
2021-06-10,GM16,05-14,1
2021-06-10,GM16,15-34,7
2021-06-10,GM16,35-59,11
2021-06-10,GM16,60-79,8
2021-06-10,GM16,80+,3
2021-06-10,GM11,00-04,0
2021-06-10,GM11,00+,8
2021-06-10,GM11,05-14,0
2021-06-10,GM11,15-34,2
2021-06-10,GM11,35-59,2
2021-06-10,GM11,60-79,4
2021-06-10,GM11,80+,0
2021-06-10,GM12,00-04,0
2021-06-10,GM12,00+,10
2021-06-10,GM12,05-14,0
2021-06-10,GM12,15-34,2
2021-06-10,GM12,35-59,5
2021-06-10,GM12,60-79,2
2021-06-10,GM12,80+,1
2021-06-10,GM13,00-04,1
2021-06-10,GM13,00+,33
2021-06-10,GM13,05-14,1
2021-06-10,GM13,15-34,2
2021-06-10,GM13,35-59,5
2021-06-10,GM13,60-79,14
2021-06-10,GM13,80+,10
2021-06-10,GM14,00-04,1
2021-06-10,GM14,00+,17
2021-06-10,GM14,05-14,0
2021-06-10,GM14,15-34,1
2021-06-10,GM14,35-59,3
2021-06-10,GM14,60-79,5
2021-06-10,GM14,80+,7
2021-06-10,GM15,00-04,0
2021-06-10,GM15,00+,36
2021-06-10,GM15,05-14,1
2021-06-10,GM15,15-34,3
2021-06-10,GM15,35-59,5
2021-06-10,GM15,60-79,14
2021-06-10,GM15,80+,13
2021-06-09,GM,00-04,12
2021-06-09,GM,00+,695
2021-06-09,GM,05-14,23
2021-06-09,GM,15-34,94
2021-06-09,GM,35-59,191
2021-06-09,GM,60-79,233
2021-06-09,GM,80+,142
2021-06-09,GM10,00-04,0
2021-06-09,GM10,00+,16
2021-06-09,GM10,05-14,1
2021-06-09,GM10,15-34,2
2021-06-09,GM10,35-59,7
2021-06-09,GM10,60-79,3
2021-06-09,GM10,80+,3
2021-06-09,GM04,00-04,0
2021-06-09,GM04,00+,8
2021-06-09,GM04,05-14,0
2021-06-09,GM04,15-34,0
2021-06-09,GM04,35-59,3
2021-06-09,GM04,60-79,3
2021-06-09,GM04,80+,2
2021-06-09,GM06,00-04,3
2021-06-09,GM06,00+,33
2021-06-09,GM06,05-14,0
2021-06-09,GM06,15-34,3
2021-06-09,GM06,35-59,10
2021-06-09,GM06,60-79,12
2021-06-09,GM06,80+,5
2021-06-09,GM03,00-04,0
2021-06-09,GM03,00+,0
2021-06-09,GM03,05-14,0
2021-06-09,GM03,15-34,0
2021-06-09,GM03,35-59,0
2021-06-09,GM03,60-79,0
2021-06-09,GM03,80+,0
2021-06-09,GM07,00-04,3
2021-06-09,GM07,00+,153
2021-06-09,GM07,05-14,6
2021-06-09,GM07,15-34,21
2021-06-09,GM07,35-59,41
2021-06-09,GM07,60-79,54
2021-06-09,GM07,80+,28
2021-06-09,GM05,00-04,0
2021-06-09,GM05,00+,68
2021-06-09,GM05,05-14,1
2021-06-09,GM05,15-34,11
2021-06-09,GM05,35-59,23
2021-06-09,GM05,60-79,16
2021-06-09,GM05,80+,17
2021-06-09,GM08,00-04,0
2021-06-09,GM08,00+,34
2021-06-09,GM08,05-14,2
2021-06-09,GM08,15-34,7
2021-06-09,GM08,35-59,13
2021-06-09,GM08,60-79,7
2021-06-09,GM08,80+,5
2021-06-09,GM01,00-04,0
2021-06-09,GM01,00+,106
2021-06-09,GM01,05-14,6
2021-06-09,GM01,15-34,11
2021-06-09,GM01,35-59,28
2021-06-09,GM01,60-79,45
2021-06-09,GM01,80+,16
2021-06-09,GM02,00-04,3
2021-06-09,GM02,00+,116
2021-06-09,GM02,05-14,4
2021-06-09,GM02,15-34,20
2021-06-09,GM02,35-59,32
2021-06-09,GM02,60-79,37
2021-06-09,GM02,80+,20
2021-06-09,GM09,00-04,0
2021-06-09,GM09,00+,8
2021-06-09,GM09,05-14,0
2021-06-09,GM09,15-34,0
2021-06-09,GM09,35-59,4
2021-06-09,GM09,60-79,2
2021-06-09,GM09,80+,2
2021-06-09,GM16,00-04,1
2021-06-09,GM16,00+,32
2021-06-09,GM16,05-14,1
2021-06-09,GM16,15-34,8
2021-06-09,GM16,35-59,10
2021-06-09,GM16,60-79,8
2021-06-09,GM16,80+,4
2021-06-09,GM11,00-04,0
2021-06-09,GM11,00+,9
2021-06-09,GM11,05-14,0
2021-06-09,GM11,15-34,2
2021-06-09,GM11,35-59,3
2021-06-09,GM11,60-79,4
2021-06-09,GM11,80+,0
2021-06-09,GM12,00-04,0
2021-06-09,GM12,00+,11
2021-06-09,GM12,05-14,0
2021-06-09,GM12,15-34,2
2021-06-09,GM12,35-59,3
2021-06-09,GM12,60-79,3
2021-06-09,GM12,80+,3
2021-06-09,GM13,00-04,1
2021-06-09,GM13,00+,42
2021-06-09,GM13,05-14,1
