date,location,age_group,value
2021-10-03,GM,00-04,44.0
2021-10-03,GM,00+,1335.0
2021-10-03,GM,05-14,38.0
2021-10-03,GM,15-34,232.0
2021-10-03,GM,35-59,330.0
2021-10-03,GM,60-79,351.0
2021-10-03,GM,80+,340.0
2021-10-03,GM10,00-04,2.0
2021-10-03,GM10,00+,34.0
2021-10-03,GM10,05-14,2.0
2021-10-03,GM10,15-34,5.0
2021-10-03,GM10,35-59,8.0
2021-10-03,GM10,60-79,9.0
2021-10-03,GM10,80+,8.0
2021-10-03,GM04,00-04,0.0
2021-10-03,GM04,00+,9.0
2021-10-03,GM04,05-14,0.0
2021-10-03,GM04,15-34,1.0
2021-10-03,GM04,35-59,2.0
2021-10-03,GM04,60-79,5.0
2021-10-03,GM04,80+,1.0
2021-10-03,GM06,00-04,5.0
2021-10-03,GM06,00+,93.0
2021-10-03,GM06,05-14,3.0
2021-10-03,GM06,15-34,20.0
2021-10-03,GM06,35-59,27.0
2021-10-03,GM06,60-79,17.0
2021-10-03,GM06,80+,21.0
2021-10-03,GM03,00-04,2.0
2021-10-03,GM03,00+,38.0
2021-10-03,GM03,05-14,0.0
2021-10-03,GM03,15-34,9.0
2021-10-03,GM03,35-59,3.0
2021-10-03,GM03,60-79,16.0
2021-10-03,GM03,80+,8.0
2021-10-03,GM07,00-04,10.0
2021-10-03,GM07,00+,247.0
2021-10-03,GM07,05-14,7.0
2021-10-03,GM07,15-34,46.0
2021-10-03,GM07,35-59,58.0
2021-10-03,GM07,60-79,66.0
2021-10-03,GM07,80+,60.0
2021-10-03,GM05,00-04,2.0
2021-10-03,GM05,00+,142.0
2021-10-03,GM05,05-14,5.0
2021-10-03,GM05,15-34,30.0
2021-10-03,GM05,35-59,37.0
2021-10-03,GM05,60-79,31.0
2021-10-03,GM05,80+,37.0
2021-10-03,GM08,00-04,2.0
2021-10-03,GM08,00+,56.0
2021-10-03,GM08,05-14,1.0
2021-10-03,GM08,15-34,12.0
2021-10-03,GM08,35-59,15.0
2021-10-03,GM08,60-79,15.0
2021-10-03,GM08,80+,11.0
2021-10-03,GM01,00-04,7.0
2021-10-03,GM01,00+,220.0
2021-10-03,GM01,05-14,9.0
2021-10-03,GM01,15-34,38.0
2021-10-03,GM01,35-59,57.0
2021-10-03,GM01,60-79,52.0
2021-10-03,GM01,80+,57.0
2021-10-03,GM02,00-04,10.0
2021-10-03,GM02,00+,271.0
2021-10-03,GM02,05-14,6.0
2021-10-03,GM02,15-34,44.0
2021-10-03,GM02,35-59,64.0
2021-10-03,GM02,60-79,69.0
2021-10-03,GM02,80+,78.0
2021-10-03,GM09,00-04,0.0
2021-10-03,GM09,00+,15.0
2021-10-03,GM09,05-14,0.0
2021-10-03,GM09,15-34,1.0
2021-10-03,GM09,35-59,3.0
2021-10-03,GM09,60-79,7.0
2021-10-03,GM09,80+,4.0
2021-10-03,GM16,00-04,2.0
2021-10-03,GM16,00+,41.0
2021-10-03,GM16,05-14,0.0
2021-10-03,GM16,15-34,10.0
2021-10-03,GM16,35-59,16.0
2021-10-03,GM16,60-79,6.0
2021-10-03,GM16,80+,7.0
2021-10-03,GM11,00-04,0.0
2021-10-03,GM11,00+,18.0
2021-10-03,GM11,05-14,0.0
2021-10-03,GM11,15-34,1.0
2021-10-03,GM11,35-59,4.0
2021-10-03,GM11,60-79,5.0
2021-10-03,GM11,80+,8.0
2021-10-03,GM12,00-04,0.0
2021-10-03,GM12,00+,13.0
2021-10-03,GM12,05-14,0.0
2021-10-03,GM12,15-34,2.0
2021-10-03,GM12,35-59,4.0
2021-10-03,GM12,60-79,6.0
2021-10-03,GM12,80+,1.0
2021-10-03,GM13,00-04,0.0
2021-10-03,GM13,00+,45.0
2021-10-03,GM13,05-14,3.0
2021-10-03,GM13,15-34,2.0
2021-10-03,GM13,35-59,13.0
2021-10-03,GM13,60-79,11.0
2021-10-03,GM13,80+,16.0
2021-10-03,GM14,00-04,1.0
2021-10-03,GM14,00+,34.0
2021-10-03,GM14,05-14,1.0
2021-10-03,GM14,15-34,4.0
2021-10-03,GM14,35-59,5.0
2021-10-03,GM14,60-79,15.0
2021-10-03,GM14,80+,8.0
2021-10-03,GM15,00-04,1.0
2021-10-03,GM15,00+,59.0
2021-10-03,GM15,05-14,1.0
2021-10-03,GM15,15-34,7.0
2021-10-03,GM15,35-59,14.0
2021-10-03,GM15,60-79,21.0
2021-10-03,GM15,80+,15.0
2021-10-02,GM,00-04,48.0
2021-10-02,GM,00+,1482.0
2021-10-02,GM,05-14,42.0
2021-10-02,GM,15-34,251.0
2021-10-02,GM,35-59,383.0
2021-10-02,GM,60-79,381.0
2021-10-02,GM,80+,377.0
2021-10-02,GM10,00-04,2.0
2021-10-02,GM10,00+,35.0
2021-10-02,GM10,05-14,3.0
2021-10-02,GM10,15-34,5.0
2021-10-02,GM10,35-59,9.0
2021-10-02,GM10,60-79,9.0
2021-10-02,GM10,80+,7.0
2021-10-02,GM04,00-04,0.0
2021-10-02,GM04,00+,13.0
2021-10-02,GM04,05-14,0.0
2021-10-02,GM04,15-34,1.0
2021-10-02,GM04,35-59,4.0
