date,location,age_group,value
2021-10-09,DE,00-04,38.0
2021-10-09,DE,00+,1420.0
2021-10-09,DE,05-14,34.0
2021-10-09,DE,15-34,184.0
2021-10-09,DE,35-59,358.0
2021-10-09,DE,60-79,420.0
2021-10-09,DE,80+,386.0
2021-10-09,DE-SH,00-04,0.0
2021-10-09,DE-SH,00+,32.0
2021-10-09,DE-SH,05-14,1.0
2021-10-09,DE-SH,15-34,6.0
2021-10-09,DE-SH,35-59,7.0
2021-10-09,DE-SH,60-79,10.0
2021-10-09,DE-SH,80+,8.0
2021-10-09,DE-HH,00-04,0.0
2021-10-09,DE-HH,00+,15.0
2021-10-09,DE-HH,05-14,2.0
2021-10-09,DE-HH,15-34,6.0
2021-10-09,DE-HH,35-59,2.0
2021-10-09,DE-HH,60-79,1.0
2021-10-09,DE-HH,80+,4.0
2021-10-09,DE-NI,00-04,1.0
2021-10-09,DE-NI,00+,97.0
2021-10-09,DE-NI,05-14,3.0
2021-10-09,DE-NI,15-34,18.0
2021-10-09,DE-NI,35-59,29.0
2021-10-09,DE-NI,60-79,21.0
2021-10-09,DE-NI,80+,25.0
2021-10-09,DE-HB,00-04,0.0
2021-10-09,DE-HB,00+,29.0
2021-10-09,DE-HB,05-14,0.0
2021-10-09,DE-HB,15-34,5.0
2021-10-09,DE-HB,35-59,9.0
2021-10-09,DE-HB,60-79,10.0
2021-10-09,DE-HB,80+,5.0
2021-10-09,DE-NW,00-04,11.0
2021-10-09,DE-NW,00+,248.0
2021-10-09,DE-NW,05-14,5.0
2021-10-09,DE-NW,15-34,32.0
2021-10-09,DE-NW,35-59,66.0
2021-10-09,DE-NW,60-79,70.0
2021-10-09,DE-NW,80+,64.0
2021-10-09,DE-HE,00-04,2.0
2021-10-09,DE-HE,00+,120.0
2021-10-09,DE-HE,05-14,5.0
2021-10-09,DE-HE,15-34,22.0
2021-10-09,DE-HE,35-59,33.0
2021-10-09,DE-HE,60-79,32.0
2021-10-09,DE-HE,80+,26.0
2021-10-09,DE-RP,00-04,2.0
2021-10-09,DE-RP,00+,67.0
2021-10-09,DE-RP,05-14,2.0
2021-10-09,DE-RP,15-34,10.0
2021-10-09,DE-RP,35-59,15.0
2021-10-09,DE-RP,60-79,16.0
2021-10-09,DE-RP,80+,22.0
2021-10-09,DE-BW,00-04,10.0
2021-10-09,DE-BW,00+,246.0
2021-10-09,DE-BW,05-14,5.0
2021-10-09,DE-BW,15-34,35.0
2021-10-09,DE-BW,35-59,61.0
2021-10-09,DE-BW,60-79,81.0
2021-10-09,DE-BW,80+,54.0
2021-10-09,DE-BY,00-04,8.0
2021-10-09,DE-BY,00+,255.0
2021-10-09,DE-BY,05-14,3.0
2021-10-09,DE-BY,15-34,29.0
2021-10-09,DE-BY,35-59,62.0
2021-10-09,DE-BY,60-79,72.0
2021-10-09,DE-BY,80+,81.0
2021-10-09,DE-SL,00-04,0.0
2021-10-09,DE-SL,00+,14.0
2021-10-09,DE-SL,05-14,0.0
2021-10-09,DE-SL,15-34,1.0
2021-10-09,DE-SL,35-59,7.0
2021-10-09,DE-SL,60-79,1.0
2021-10-09,DE-SL,80+,5.0
2021-10-09,DE-BE,00-04,2.0
2021-10-09,DE-BE,00+,61.0
2021-10-09,DE-BE,05-14,2.0
2021-10-09,DE-BE,15-34,5.0
2021-10-09,DE-BE,35-59,23.0
2021-10-09,DE-BE,60-79,17.0
2021-10-09,DE-BE,80+,12.0
2021-10-09,DE-BB,00-04,0.0
2021-10-09,DE-BB,00+,27.0
2021-10-09,DE-BB,05-14,0.0
2021-10-09,DE-BB,15-34,2.0
2021-10-09,DE-BB,35-59,2.0
2021-10-09,DE-BB,60-79,13.0
2021-10-09,DE-BB,80+,10.0
2021-10-09,DE-MV,00-04,0.0
2021-10-09,DE-MV,00+,12.0
2021-10-09,DE-MV,05-14,0.0
2021-10-09,DE-MV,15-34,0.0
2021-10-09,DE-MV,35-59,3.0
2021-10-09,DE-MV,60-79,6.0
2021-10-09,DE-MV,80+,3.0
2021-10-09,DE-SN,00-04,1.0
2021-10-09,DE-SN,00+,68.0
2021-10-09,DE-SN,05-14,1.0
2021-10-09,DE-SN,15-34,4.0
2021-10-09,DE-SN,35-59,12.0
2021-10-09,DE-SN,60-79,26.0
2021-10-09,DE-SN,80+,24.0
2021-10-09,DE-ST,00-04,1.0
2021-10-09,DE-ST,00+,49.0
2021-10-09,DE-ST,05-14,4.0
2021-10-09,DE-ST,15-34,2.0
2021-10-09,DE-ST,35-59,10.0
2021-10-09,DE-ST,60-79,19.0
2021-10-09,DE-ST,80+,13.0
2021-10-09,DE-TH,00-04,0.0
2021-10-09,DE-TH,00+,80.0
2021-10-09,DE-TH,05-14,1.0
2021-10-09,DE-TH,15-34,7.0
2021-10-09,DE-TH,35-59,17.0
2021-10-09,DE-TH,60-79,25.0
2021-10-09,DE-TH,80+,30.0
2021-10-08,DE,00-04,47.0
2021-10-08,DE,00+,1579.0
2021-10-08,DE,05-14,38.0
2021-10-08,DE,15-34,210.0
2021-10-08,DE,35-59,413.0
2021-10-08,DE,60-79,452.0
2021-10-08,DE,80+,419.0
2021-10-08,DE-SH,00-04,0.0
2021-10-08,DE-SH,00+,38.0
2021-10-08,DE-SH,05-14,2.0
2021-10-08,DE-SH,15-34,9.0
2021-10-08,DE-SH,35-59,8.0
2021-10-08,DE-SH,60-79,11.0
2021-10-08,DE-SH,80+,8.0
2021-10-08,DE-HH,00-04,1.0
2021-10-08,DE-HH,00+,22.0
2021-10-08,DE-HH,05-14,2.0
2021-10-08,DE-HH,15-34,6.0
2021-10-08,DE-HH,35-59,2.0
2021-10-08,DE-HH,60-79,4.0
2021-10-08,DE-HH,80+,7.0
2021-10-08,DE-NI,00-04,1.0
2021-10-08,DE-NI,00+,100.0
2021-10-08,DE-NI,05-14,4.0
2021-10-08,DE-NI,15-34,20.0
2021-10-08,DE-NI,35-59,32.0
2021-10-08,DE-NI,60-79,21.0
2021-10-08,DE-NI,80+,22.0
2021-10-08,DE-HB,00-04,0.0
2021-10-08,DE-HB,00+,29.0
2021-10-08,DE-HB,05-14,0.0
2021-10-08,DE-HB,15-34,3.0
2021-10-08,DE-HB,35-59,9.0
2021-10-08,DE-HB,60-79,11.0
2021-10-08,DE-HB,80+,6.0
2021-10-08,DE-NW,00-04,13.0
2021-10-08,DE-NW,00+,281.0
2021-10-08,DE-NW,05-14,5.0
2021-10-08,DE-NW,15-34,42.0
2021-10-08,DE-NW,35-59,75.0
2021-10-08,DE-NW,60-79,76.0
2021-10-08,DE-NW,80+,70.0
2021-10-08,DE-HE,00-04,2.0
2021-10-08,DE-HE,00+,128.0
2021-10-08,DE-HE,05-14,5.0
2021-10-08,DE-HE,15-34,25.0
2021-10-08,DE-HE,35-59,36.0
2021-10-08,DE-HE,60-79,32.0
2021-10-08,DE-HE,80+,28.0
2021-10-08,DE-RP,00-04,2.0
2021-10-08,DE-RP,00+,85.0
2021-10-08,DE-RP,05-14,2.0
2021-10-08,DE-RP,15-34,14.0
2021-10-08,DE-RP,35-59,20.0
2021-10-08,DE-RP,60-79,21.0
2021-10-08,DE-RP,80+,26.0
2021-10-08,DE-BW,00-04,13.0
2021-10-08,DE-BW,00+,275.0
2021-10-08,DE-BW,05-14,8.0
2021-10-08,DE-BW,15-34,39.0
2021-10-08,DE-BW,35-59,74.0
2021-10-08,DE-BW,60-79,84.0
2021-10-08,DE-BW,80+,57.0
2021-10-08,DE-BY,00-04,10.0
2021-10-08,DE-BY,00+,299.0
2021-10-08,DE-BY,05-14,3.0
2021-10-08,DE-BY,15-34,30.0
2021-10-08,DE-BY,35-59,73.0
2021-10-08,DE-BY,60-79,88.0
2021-10-08,DE-BY,80+,95.0
2021-10-08,DE-SL,00-04,0.0
2021-10-08,DE-SL,00+,16.0
2021-10-08,DE-SL,05-14,0.0
2021-10-08,DE-SL,15-34,1.0
2021-10-08,DE-SL,35-59,7.0
2021-10-08,DE-SL,60-79,1.0
2021-10-08,DE-SL,80+,7.0
2021-10-08,DE-BE,00-04,2.0
2021-10-08,DE-BE,00+,62.0
2021-10-08,DE-BE,05-14,1.0
2021-10-08,DE-BE,15-34,5.0
2021-10-08,DE-BE,35-59,24.0
2021-10-08,DE-BE,60-79,18.0
2021-10-08,DE-BE,80+,12.0
2021-10-08,DE-BB,00-04,0.0
2021-10-08,DE-BB,00+,28.0
2021-10-08,DE-BB,05-14,0.0
2021-10-08,DE-BB,15-34,2.0
2021-10-08,DE-BB,35-59,2.0
2021-10-08,DE-BB,60-79,11.0
2021-10-08,DE-BB,80+,13.0
2021-10-08,DE-MV,00-04,0.0
2021-10-08,DE-MV,00+,11.0
2021-10-08,DE-MV,05-14,0.0
2021-10-08,DE-MV,15-34,0.0
2021-10-08,DE-MV,35-59,4.0
2021-10-08,DE-MV,60-79,6.0
2021-10-08,DE-MV,80+,1.0
2021-10-08,DE-SN,00-04,1.0
2021-10-08,DE-SN,00+,81.0
2021-10-08,DE-SN,05-14,2.0
2021-10-08,DE-SN,15-34,4.0
2021-10-08,DE-SN,35-59,17.0
2021-10-08,DE-SN,60-79,29.0
2021-10-08,DE-SN,80+,28.0
2021-10-08,DE-ST,00-04,1.0
2021-10-08,DE-ST,00+,47.0
2021-10-08,DE-ST,05-14,3.0
2021-10-08,DE-ST,15-34,3.0
2021-10-08,DE-ST,35-59,10.0
2021-10-08,DE-ST,60-79,19.0
2021-10-08,DE-ST,80+,11.0
2021-10-08,DE-TH,00-04,1.0
2021-10-08,DE-TH,00+,77.0
2021-10-08,DE-TH,05-14,1.0
2021-10-08,DE-TH,15-34,7.0
2021-10-08,DE-TH,35-59,20.0
2021-10-08,DE-TH,60-79,20.0
2021-10-08,DE-TH,80+,28.0
2021-10-07,DE,00-04,54.0
2021-10-07,DE,00+,1679.0
2021-10-07,DE,05-14,39.0
2021-10-07,DE,15-34,235.0
2021-10-07,DE,35-59,454.0
2021-10-07,DE,60-79,459.0
2021-10-07,DE,80+,438.0
2021-10-07,DE-SH,00-04,1.0
2021-10-07,DE-SH,00+,47.0
2021-10-07,DE-SH,05-14,2.0
2021-10-07,DE-SH,15-34,9.0
2021-10-07,DE-SH,35-59,12.0
2021-10-07,DE-SH,60-79,12.0
2021-10-07,DE-SH,80+,11.0
2021-10-07,DE-HH,00-04,1.0
2021-10-07,DE-HH,00+,26.0
2021-10-07,DE-HH,05-14,2.0
2021-10-07,DE-HH,15-34,7.0
2021-10-07,DE-HH,35-59,4.0
2021-10-07,DE-HH,60-79,5.0
2021-10-07,DE-HH,80+,7.0
2021-10-07,DE-NI,00-04,1.0
2021-10-07,DE-NI,00+,109.0
2021-10-07,DE-NI,05-14,4.0
2021-10-07,DE-NI,15-34,22.0
2021-10-07,DE-NI,35-59,32.0
2021-10-07,DE-NI,60-79,23.0
2021-10-07,DE-NI,80+,27.0
2021-10-07,DE-HB,00-04,0.0
2021-10-07,DE-HB,00+,34.0
2021-10-07,DE-HB,05-14,0.0
2021-10-07,DE-HB,15-34,4.0
2021-10-07,DE-HB,35-59,8.0
2021-10-07,DE-HB,60-79,13.0
2021-10-07,DE-HB,80+,9.0
2021-10-07,DE-NW,00-04,13.0
2021-10-07,DE-NW,00+,302.0
2021-10-07,DE-NW,05-14,7.0
2021-10-07,DE-NW,15-34,44.0
2021-10-07,DE-NW,35-59,82.0
2021-10-07,DE-NW,60-79,83.0
2021-10-07,DE-NW,80+,73.0
2021-10-07,DE-HE,00-04,5.0
2021-10-07,DE-HE,00+,145.0
2021-10-07,DE-HE,05-14,3.0
2021-10-07,DE-HE,15-34,32.0
2021-10-07,DE-HE,35-59,43.0
2021-10-07,DE-HE,60-79,32.0
2021-10-07,DE-HE,80+,30.0
2021-10-07,DE-RP,00-04,3.0
2021-10-07,DE-RP,00+,90.0
2021-10-07,DE-RP,05-14,2.0
2021-10-07,DE-RP,15-34,14.0
2021-10-07,DE-RP,35-59,27.0
2021-10-07,DE-RP,60-79,21.0
2021-10-07,DE-RP,80+,23.0
2021-10-07,DE-BW,00-04,11.0
2021-10-07,DE-BW,00+,290.0
2021-10-07,DE-BW,05-14,9.0
2021-10-07,DE-BW,15-34,43.0
2021-10-07,DE-BW,35-59,85.0
2021-10-07,DE-BW,60-79,80.0
2021-10-07,DE-BW,80+,62.0
2021-10-07,DE-BY,00-04,14.0
2021-10-07,DE-BY,00+,325.0
2021-10-07,DE-BY,05-14,3.0
2021-10-07,DE-BY,15-34,33.0
2021-10-07,DE-BY,35-59,83.0
2021-10-07,DE-BY,60-79,90.0
2021-10-07,DE-BY,80+,102.0
2021-10-07,DE-SL,00-04,0.0
2021-10-07,DE-SL,00+,17.0
2021-10-07,DE-SL,05-14,0.0
2021-10-07,DE-SL,15-34,1.0
2021-10-07,DE-SL,35-59,7.0
2021-10-07,DE-SL,60-79,2.0
2021-10-07,DE-SL,80+,7.0
2021-10-07,DE-BE,00-04,2.0
2021-10-07,DE-BE,00+,58.0
2021-10-07,DE-BE,05-14,1.0
2021-10-07,DE-BE,15-34,8.0
2021-10-07,DE-BE,35-59,20.0
2021-10-07,DE-BE,60-79,17.0
2021-10-07,DE-BE,80+,10.0
2021-10-07,DE-BB,00-04,0.0
2021-10-07,DE-BB,00+,30.0
