"","location","age_group","forecast_date","target_end_date","target","type","quantile","value","pathogen"
"744","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,134,"COVID-19"
"745","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,230,"COVID-19"
"746","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,847,"COVID-19"
"747","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,1239,"COVID-19"
"748","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,28,"COVID-19"
"749","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,378,"COVID-19"
"750","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,76,"COVID-19"
"751","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,80,"COVID-19"
"752","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,265,"COVID-19"
"753","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,994,"COVID-19"
"754","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,190,"COVID-19"
"755","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,85,"COVID-19"
"756","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,15,"COVID-19"
"757","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,528,"COVID-19"
"758","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,164,"COVID-19"
"759","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.025,374,"COVID-19"
"1358","DE","00-04",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,78,"COVID-19"
"1359","DE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,5675,"COVID-19"
"1360","DE","05-14",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,68,"COVID-19"
"1361","DE","15-34",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,514,"COVID-19"
"1362","DE","35-59",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,1508,"COVID-19"
"1363","DE","60-79",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,1778,"COVID-19"
"1364","DE","80+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,1718,"COVID-19"
"1365","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,135,"COVID-19"
"1366","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,232,"COVID-19"
"1367","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,850,"COVID-19"
"1368","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,1245,"COVID-19"
"1369","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,29,"COVID-19"
"1370","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,380,"COVID-19"
"1371","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,77,"COVID-19"
"1372","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,80,"COVID-19"
"1373","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,266,"COVID-19"
"1374","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,999,"COVID-19"
"1375","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,192,"COVID-19"
"1376","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,86,"COVID-19"
"1377","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,15,"COVID-19"
"1378","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,530,"COVID-19"
"1379","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,166,"COVID-19"
"1380","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.1,376,"COVID-19"
"1979","DE","00-04",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,78,"COVID-19"
"1980","DE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,5681,"COVID-19"
"1981","DE","05-14",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,68,"COVID-19"
"1982","DE","15-34",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,517,"COVID-19"
"1983","DE","35-59",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,1519,"COVID-19"
"1984","DE","60-79",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,1789,"COVID-19"
"1985","DE","80+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,1727,"COVID-19"
"1986","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,135,"COVID-19"
"1987","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,234,"COVID-19"
"1988","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,854,"COVID-19"
"1989","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,1252,"COVID-19"
"1990","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,29,"COVID-19"
"1991","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,383,"COVID-19"
"1992","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,79,"COVID-19"
"1993","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,81,"COVID-19"
"1994","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,267,"COVID-19"
"1995","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,1005,"COVID-19"
"1996","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,194,"COVID-19"
"1997","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,87,"COVID-19"
"1998","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,15,"COVID-19"
"1999","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,533,"COVID-19"
"2000","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,167,"COVID-19"
"2001","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.25,378,"COVID-19"
"2600","DE","00-04",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,80,"COVID-19"
"2601","DE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,5688,"COVID-19"
"2602","DE","05-14",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,70,"COVID-19"
"2603","DE","15-34",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,522,"COVID-19"
"2604","DE","35-59",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,1534,"COVID-19"
"2605","DE","60-79",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,1802,"COVID-19"
"2606","DE","80+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,1749,"COVID-19"
"2607","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,136,"COVID-19"
"2608","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,236,"COVID-19"
"2609","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,859,"COVID-19"
"2610","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,1259,"COVID-19"
"2611","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,30,"COVID-19"
"2612","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,386,"COVID-19"
"2613","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,81,"COVID-19"
"2614","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,82,"COVID-19"
"2615","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,269,"COVID-19"
"2616","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,1012,"COVID-19"
"2617","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,197,"COVID-19"
"2618","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,88,"COVID-19"
"2619","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,16,"COVID-19"
"2620","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,536,"COVID-19"
"2621","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,169,"COVID-19"
"2622","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.5,381,"COVID-19"
"3221","DE","00-04",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,82,"COVID-19"
"3222","DE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,5769,"COVID-19"
"3223","DE","05-14",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,72,"COVID-19"
"3224","DE","15-34",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,530,"COVID-19"
"3225","DE","35-59",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,1550,"COVID-19"
"3226","DE","60-79",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,1832,"COVID-19"
"3227","DE","80+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,1778,"COVID-19"
"3228","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,139,"COVID-19"
"3229","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,238,"COVID-19"
"3230","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,869,"COVID-19"
"3231","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,1270,"COVID-19"
"3232","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,31,"COVID-19"
"3233","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,392,"COVID-19"
"3234","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,84,"COVID-19"
"3235","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,83,"COVID-19"
"3236","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,270,"COVID-19"
"3237","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,1028,"COVID-19"
"3238","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,201,"COVID-19"
"3239","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,89,"COVID-19"
"3240","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,16,"COVID-19"
"3241","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,542,"COVID-19"
"3242","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,172,"COVID-19"
"3243","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.75,386,"COVID-19"
"3842","DE","00-04",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,84,"COVID-19"
"3843","DE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,5842,"COVID-19"
"3844","DE","05-14",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,74,"COVID-19"
"3845","DE","15-34",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,540,"COVID-19"
"3846","DE","35-59",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,1568,"COVID-19"
"3847","DE","60-79",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,1868,"COVID-19"
"3848","DE","80+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,1809,"COVID-19"
"3849","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,142,"COVID-19"
"3850","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,242,"COVID-19"
"3851","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,881,"COVID-19"
"3852","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,1283,"COVID-19"
"3853","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,33,"COVID-19"
"3854","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,400,"COVID-19"
"3855","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,88,"COVID-19"
"3856","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,86,"COVID-19"
"3857","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,274,"COVID-19"
"3858","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,1060,"COVID-19"
"3859","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,208,"COVID-19"
"3860","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,91,"COVID-19"
"3861","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,18,"COVID-19"
"3862","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,550,"COVID-19"
"3863","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,176,"COVID-19"
"3864","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.9,391,"COVID-19"
"4463","DE","00-04",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,86,"COVID-19"
"4464","DE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,5904,"COVID-19"
"4465","DE","05-14",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,78,"COVID-19"
"4466","DE","15-34",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,554,"COVID-19"
"4467","DE","35-59",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,1598,"COVID-19"
"4468","DE","60-79",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,1917,"COVID-19"
"4469","DE","80+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,1842,"COVID-19"
"4470","DE-BB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,149,"COVID-19"
"4471","DE-BE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,244,"COVID-19"
"4472","DE-BW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,898,"COVID-19"
"4473","DE-BY","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,1300,"COVID-19"
"4474","DE-HB","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,35,"COVID-19"
"4475","DE-HE","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,406,"COVID-19"
"4476","DE-HH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,95,"COVID-19"
"4477","DE-MV","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,88,"COVID-19"
"4478","DE-NI","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,278,"COVID-19"
"4479","DE-NW","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,1105,"COVID-19"
"4480","DE-RP","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,212,"COVID-19"
"4481","DE-SH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,96,"COVID-19"
"4482","DE-SL","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,19,"COVID-19"
"4483","DE-SN","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,560,"COVID-19"
"4484","DE-ST","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,183,"COVID-19"
"4485","DE-TH","00+",2021-11-17,2021-11-02,"-15 day ahead inc hosp","quantile",0.975,400,"COVID-19"
"93","DE","00-04",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,72,"COVID-19"
"94","DE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,5887,"COVID-19"
"95","DE","05-14",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,76,"COVID-19"
"96","DE","15-34",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,509,"COVID-19"
"97","DE","35-59",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,1504,"COVID-19"
"98","DE","60-79",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,1922,"COVID-19"
"99","DE","80+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,1877,"COVID-19"
"100","DE-BB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,142,"COVID-19"
"101","DE-BE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,232,"COVID-19"
"102","DE-BW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,842,"COVID-19"
"103","DE-BY","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,1297,"COVID-19"
"104","DE-HB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,30,"COVID-19"
"105","DE-HE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,399,"COVID-19"
"106","DE-HH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,80,"COVID-19"
"107","DE-MV","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,86,"COVID-19"
"108","DE-NI","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,267,"COVID-19"
"109","DE-NW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,1037,"COVID-19"
"110","DE-RP","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,215,"COVID-19"
"111","DE-SH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,84,"COVID-19"
"112","DE-SL","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,19,"COVID-19"
"113","DE-SN","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,582,"COVID-19"
"114","DE-ST","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,186,"COVID-19"
"115","DE-TH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","mean",NA,438,"COVID-19"
"714","DE","00-04",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,70,"COVID-19"
"715","DE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,5840,"COVID-19"
"716","DE","05-14",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,73,"COVID-19"
"717","DE","15-34",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,494,"COVID-19"
"718","DE","35-59",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,1460,"COVID-19"
"719","DE","60-79",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,1875,"COVID-19"
"720","DE","80+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,1822,"COVID-19"
"721","DE-BB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,138,"COVID-19"
"722","DE-BE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,226,"COVID-19"
"723","DE-BW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,829,"COVID-19"
"724","DE-BY","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,1276,"COVID-19"
"725","DE-HB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,28,"COVID-19"
"726","DE-HE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,390,"COVID-19"
"727","DE-HH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,75,"COVID-19"
"728","DE-MV","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,83,"COVID-19"
"729","DE-NI","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,264,"COVID-19"
"730","DE-NW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,1014,"COVID-19"
"731","DE-RP","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,206,"COVID-19"
"732","DE-SH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,81,"COVID-19"
"733","DE-SL","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,18,"COVID-19"
"734","DE-SN","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,570,"COVID-19"
"735","DE-ST","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,180,"COVID-19"
"736","DE-TH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.025,428,"COVID-19"
"1335","DE","00-04",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,70,"COVID-19"
"1336","DE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,5870,"COVID-19"
"1337","DE","05-14",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,73,"COVID-19"
"1338","DE","15-34",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,497,"COVID-19"
"1339","DE","35-59",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,1472,"COVID-19"
"1340","DE","60-79",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,1886,"COVID-19"
"1341","DE","80+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,1832,"COVID-19"
"1342","DE-BB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,138,"COVID-19"
"1343","DE-BE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,228,"COVID-19"
"1344","DE-BW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,832,"COVID-19"
"1345","DE-BY","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,1283,"COVID-19"
"1346","DE-HB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,28,"COVID-19"
"1347","DE-HE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,393,"COVID-19"
"1348","DE-HH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,76,"COVID-19"
"1349","DE-MV","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,84,"COVID-19"
"1350","DE-NI","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,265,"COVID-19"
"1351","DE-NW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,1019,"COVID-19"
"1352","DE-RP","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,209,"COVID-19"
"1353","DE-SH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,82,"COVID-19"
"1354","DE-SL","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,18,"COVID-19"
"1355","DE-SN","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,574,"COVID-19"
"1356","DE-ST","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,182,"COVID-19"
"1357","DE-TH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.1,432,"COVID-19"
"1956","DE","00-04",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,71,"COVID-19"
"1957","DE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,5880,"COVID-19"
"1958","DE","05-14",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,74,"COVID-19"
"1959","DE","15-34",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,500,"COVID-19"
"1960","DE","35-59",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,1484,"COVID-19"
"1961","DE","60-79",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,1898,"COVID-19"
"1962","DE","80+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,1842,"COVID-19"
"1963","DE-BB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,139,"COVID-19"
"1964","DE-BE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,229,"COVID-19"
"1965","DE-BW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,837,"COVID-19"
"1966","DE-BY","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,1290,"COVID-19"
"1967","DE-HB","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,28,"COVID-19"
"1968","DE-HE","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,395,"COVID-19"
"1969","DE-HH","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,78,"COVID-19"
"1970","DE-MV","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,85,"COVID-19"
"1971","DE-NI","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,266,"COVID-19"
"1972","DE-NW","00+",2021-11-17,2021-11-03,"-14 day ahead inc hosp","quantile",0.25,1026,"COVID-19"
