model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,00+,COVID-19,724.0,718.0,719.0,721.0,723.0,726.0,729.0,734.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,00-04,COVID-19,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,05-14,COVID-19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,15-34,COVID-19,33.0,32.0,32.0,32.0,32.0,33.0,35.0,41.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,35-59,COVID-19,100.0,98.0,98.0,98.0,99.0,100.0,103.0,107.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,60-79,COVID-19,276.0,274.0,274.0,274.0,275.0,277.0,280.0,285.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE,80+,COVID-19,279.0,277.0,277.0,278.0,279.0,280.0,283.0,285.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-BB,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-BE,00+,COVID-19,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-BW,00+,COVID-19,71.0,70.0,70.0,70.0,71.0,72.0,73.0,75.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-BY,00+,COVID-19,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-HB,00+,COVID-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-HE,00+,COVID-19,54.0,53.0,53.0,53.0,53.0,54.0,56.0,61.0,False
KIT-simple_nowcast,hosp,2024-07-17,2024-06-19,DE-HH,00+,COVID-19,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,False
