model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,00+,COVID-19,1337.0,1315.0,1320.0,1325.0,1334.0,1346.0,1360.0,1379.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,00-04,COVID-19,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,05-14,COVID-19,34.0,33.0,33.0,33.0,34.0,34.0,35.0,36.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,15-34,COVID-19,300.0,296.0,296.0,297.0,299.0,302.0,305.0,309.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,35-59,COVID-19,527.0,517.0,518.0,521.0,525.0,531.0,537.0,547.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,60-79,COVID-19,285.0,276.0,277.0,279.0,283.0,289.0,296.0,307.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE,80+,COVID-19,146.0,142.0,142.0,143.0,145.0,147.0,151.0,156.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-BB,00+,COVID-19,19.0,17.0,17.0,17.0,17.0,18.0,22.0,32.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-BE,00+,COVID-19,85.0,83.0,83.0,83.0,84.0,86.0,90.0,96.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-BW,00+,COVID-19,139.0,138.0,138.0,138.0,139.0,139.0,140.0,142.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-BY,00+,COVID-19,163.0,160.0,160.0,161.0,162.0,164.0,165.0,167.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-HB,00+,COVID-19,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-HE,00+,COVID-19,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-HH,00+,COVID-19,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-MV,00+,COVID-19,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-NI,00+,COVID-19,83.0,82.0,82.0,82.0,82.0,84.0,86.0,91.0,True
KIT-simple_nowcast,hosp,2021-09-10,2021-08-13,DE-NW,00+,COVID-19,458.0,439.0,441.0,445.0,453.0,465.0,481.0,503.0,True
