model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,00+,COVID-19,441.0,430.0,432.0,434.0,438.0,445.0,452.0,463.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,00-04,COVID-19,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,05-14,COVID-19,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,15-34,COVID-19,119.0,116.0,116.0,117.0,118.0,120.0,122.0,125.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,35-59,COVID-19,161.0,155.0,156.0,158.0,160.0,163.0,167.0,173.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,60-79,COVID-19,91.0,89.0,89.0,89.0,90.0,92.0,94.0,96.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE,80+,COVID-19,56.0,55.0,55.0,55.0,55.0,56.0,58.0,59.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-BB,00+,COVID-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-BE,00+,COVID-19,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-BW,00+,COVID-19,41.0,40.0,40.0,40.0,40.0,41.0,42.0,43.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-BY,00+,COVID-19,59.0,56.0,56.0,57.0,58.0,60.0,62.0,65.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-HB,00+,COVID-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-HE,00+,COVID-19,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,True
KIT-simple_nowcast,hosp,2021-08-17,2021-07-20,DE-HH,00+,COVID-19,16.0,15.0,15.0,15.0,15.0,16.0,17.0,19.0,True
