model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,00+,COVID-19,325.0,314.0,316.0,318.0,323.0,329.0,337.0,348.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,00-04,COVID-19,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,05-14,COVID-19,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,15-34,COVID-19,69.0,66.0,67.0,68.0,69.0,70.0,72.0,74.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,35-59,COVID-19,120.0,115.0,116.0,117.0,119.0,122.0,126.0,131.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,60-79,COVID-19,86.0,83.0,83.0,84.0,85.0,87.0,89.0,91.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE,80+,COVID-19,37.0,36.0,36.0,36.0,37.0,38.0,39.0,40.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-BB,00+,COVID-19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-BE,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-BW,00+,COVID-19,44.0,43.0,43.0,43.0,43.0,44.0,45.0,46.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-BY,00+,COVID-19,46.0,46.0,46.0,46.0,46.0,46.0,47.0,48.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-HB,00+,COVID-19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-HE,00+,COVID-19,35.0,34.0,34.0,34.0,34.0,35.0,36.0,37.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-HH,00+,COVID-19,17.0,16.0,16.0,16.0,17.0,18.0,19.0,21.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-MV,00+,COVID-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-NI,00+,COVID-19,27.0,27.0,27.0,27.0,27.0,27.0,28.0,29.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-NW,00+,COVID-19,84.0,74.0,76.0,79.0,83.0,88.0,93.0,101.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-RP,00+,COVID-19,22.0,22.0,22.0,22.0,22.0,23.0,24.0,26.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-SH,00+,COVID-19,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-SL,00+,COVID-19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-SN,00+,COVID-19,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-ST,00+,COVID-19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-06,DE-TH,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,00+,COVID-19,332.0,320.0,321.0,324.0,330.0,337.0,346.0,358.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,00-04,COVID-19,8.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,05-14,COVID-19,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,15-34,COVID-19,74.0,71.0,72.0,73.0,74.0,76.0,78.0,80.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,35-59,COVID-19,126.0,120.0,121.0,122.0,125.0,128.0,132.0,138.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,60-79,COVID-19,83.0,80.0,80.0,81.0,82.0,84.0,86.0,89.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE,80+,COVID-19,38.0,37.0,37.0,37.0,38.0,39.0,40.0,42.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-BB,00+,COVID-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-BE,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-BW,00+,COVID-19,49.0,48.0,48.0,48.0,48.0,49.0,50.0,51.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-BY,00+,COVID-19,47.0,47.0,47.0,47.0,47.0,48.0,48.0,49.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-HB,00+,COVID-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-HE,00+,COVID-19,32.0,31.0,31.0,31.0,31.0,32.0,33.0,34.0,True
KIT-simple_nowcast,hosp,2021-08-03,2021-07-07,DE-HH,00+,COVID-19,17.0,16.0,16.0,16.0,17.0,18.0,19.0,21.0,True
