model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,00+,COVID-19,1426.0,1402.0,1407.0,1413.0,1422.0,1435.0,1450.0,1469.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,00-04,COVID-19,44.0,43.0,43.0,43.0,43.0,44.0,46.0,51.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,05-14,COVID-19,37.0,36.0,36.0,36.0,36.0,37.0,38.0,39.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,15-34,COVID-19,329.0,324.0,325.0,326.0,328.0,331.0,334.0,338.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,35-59,COVID-19,555.0,544.0,545.0,548.0,553.0,559.0,567.0,578.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,60-79,COVID-19,306.0,296.0,298.0,300.0,304.0,310.0,317.0,328.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE,80+,COVID-19,155.0,151.0,151.0,152.0,154.0,157.0,160.0,165.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-BB,00+,COVID-19,19.0,17.0,17.0,17.0,17.0,18.0,22.0,34.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-BE,00+,COVID-19,85.0,83.0,83.0,83.0,84.0,86.0,90.0,96.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-BW,00+,COVID-19,157.0,155.0,155.0,156.0,157.0,158.0,159.0,161.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-BY,00+,COVID-19,167.0,164.0,164.0,165.0,167.0,169.0,171.0,173.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-HB,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-HE,00+,COVID-19,132.0,132.0,132.0,132.0,132.0,132.0,133.0,133.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-HH,00+,COVID-19,44.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-MV,00+,COVID-19,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-NI,00+,COVID-19,95.0,93.0,93.0,93.0,93.0,95.0,98.0,103.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-NW,00+,COVID-19,490.0,470.0,472.0,476.0,485.0,498.0,514.0,538.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-RP,00+,COVID-19,57.0,56.0,56.0,56.0,56.0,57.0,59.0,62.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-SH,00+,COVID-19,73.0,72.0,72.0,72.0,72.0,73.0,75.0,80.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-SL,00+,COVID-19,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-SN,00+,COVID-19,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-ST,00+,COVID-19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-14,DE-TH,00+,COVID-19,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,00+,COVID-19,1485.0,1459.0,1464.0,1471.0,1481.0,1495.0,1510.0,1531.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,00-04,COVID-19,52.0,51.0,51.0,51.0,51.0,52.0,55.0,60.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,05-14,COVID-19,34.0,33.0,33.0,33.0,34.0,34.0,35.0,36.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,15-34,COVID-19,344.0,339.0,340.0,341.0,343.0,346.0,350.0,355.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,35-59,COVID-19,587.0,575.0,577.0,580.0,585.0,592.0,600.0,612.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,60-79,COVID-19,314.0,303.0,305.0,307.0,312.0,318.0,325.0,336.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE,80+,COVID-19,152.0,148.0,148.0,149.0,151.0,154.0,157.0,163.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-BB,00+,COVID-19,20.0,18.0,18.0,18.0,18.0,19.0,23.0,36.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-BE,00+,COVID-19,86.0,84.0,84.0,84.0,85.0,87.0,91.0,98.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-BW,00+,COVID-19,181.0,179.0,179.0,180.0,181.0,182.0,184.0,186.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-BY,00+,COVID-19,176.0,172.0,173.0,174.0,175.0,177.0,179.0,182.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-HB,00+,COVID-19,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-HE,00+,COVID-19,132.0,132.0,132.0,132.0,132.0,132.0,133.0,134.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-HH,00+,COVID-19,44.0,44.0,44.0,44.0,44.0,44.0,45.0,46.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-MV,00+,COVID-19,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-NI,00+,COVID-19,101.0,99.0,99.0,99.0,100.0,101.0,104.0,109.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-NW,00+,COVID-19,499.0,478.0,480.0,484.0,493.0,507.0,525.0,550.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-RP,00+,COVID-19,60.0,59.0,59.0,59.0,59.0,60.0,62.0,65.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-SH,00+,COVID-19,71.0,70.0,70.0,70.0,70.0,71.0,73.0,78.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-SL,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-SN,00+,COVID-19,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-ST,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-15,DE-TH,00+,COVID-19,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,00+,COVID-19,1552.0,1524.0,1530.0,1537.0,1548.0,1563.0,1579.0,1602.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,00-04,COVID-19,55.0,54.0,54.0,54.0,54.0,55.0,58.0,63.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,05-14,COVID-19,36.0,35.0,35.0,35.0,36.0,36.0,37.0,38.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,15-34,COVID-19,353.0,347.0,348.0,349.0,352.0,355.0,358.0,364.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,35-59,COVID-19,619.0,606.0,608.0,611.0,617.0,625.0,634.0,647.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,60-79,COVID-19,321.0,310.0,312.0,315.0,319.0,325.0,333.0,343.0,True
KIT-simple_nowcast,hosp,2021-09-11,2021-08-16,DE,80+,COVID-19,167.0,162.0,162.0,163.0,165.0,168.0,172.0,178.0,True
