model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,00+,COVID-19,2601.802,2588.0,,2597.0,2601.0,2606.0,2611.0,2618.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,00-04,COVID-19,72.74,72.0,,72.0,73.0,73.0,74.0,75.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,05-14,COVID-19,51.5535,51.0,,51.0,51.0,52.0,53.0,54.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,15-34,COVID-19,437.0415,432.0,,435.0,437.0,439.0,441.0,444.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,35-59,COVID-19,885.0715,879.0,,883.0,885.0,887.0,890.0,892.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,60-79,COVID-19,653.8325,646.0,,651.0,653.0,657.0,660.0,664.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE,80+,COVID-19,508.1155,501.0,,505.0,508.0,511.0,514.0,517.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE-BB,00+,COVID-19,36.2555,35.0,,35.0,36.0,37.0,38.0,39.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE-BE,00+,COVID-19,92.1295,91.0,,91.0,92.0,93.0,94.0,95.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE-BW,00+,COVID-19,431.8925,427.0,,430.0,431.0,434.0,436.0,439.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE-BY,00+,COVID-19,522.1615,517.0,,520.0,522.0,524.0,526.0,529.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE-HB,00+,COVID-19,36.2025,36.0,,36.0,36.0,36.0,37.0,37.0,True
Epiforecasts-independent,hosp,2021-10-19,2021-09-21,DE-HE,00+,COVID-19,240.041,237.0,,239.0,240.0,241.0,243.0,245.0,True
