model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,00+,COVID-19,3011.0985,2996.0,,3005.0,3010.0,3016.0,3023.0,3030.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,00-04,COVID-19,84.7035,84.0,,84.0,84.0,85.0,86.0,87.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,05-14,COVID-19,58.289,58.0,,58.0,58.0,58.0,59.0,60.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,15-34,COVID-19,504.5565,500.0,,502.0,504.0,506.0,509.0,512.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,35-59,COVID-19,1103.2905,1095.0,,1100.0,1103.0,1106.0,1110.0,1114.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,60-79,COVID-19,697.5975,691.0,,695.0,697.0,700.0,703.0,706.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE,80+,COVID-19,561.73,555.0,,559.0,561.0,564.0,567.0,571.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-BB,00+,COVID-19,34.8825,34.0,,34.0,35.0,35.0,36.0,37.0249999999999,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-BE,00+,COVID-19,103.8395,103.0,,103.0,104.0,104.0,105.0,106.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-BW,00+,COVID-19,516.4205,511.0,,514.0,516.0,518.0,521.0,523.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-BY,00+,COVID-19,608.98,603.0,,606.0,609.0,611.0,614.0,617.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-HB,00+,COVID-19,35.235,35.0,,35.0,35.0,35.0,36.0,37.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-HE,00+,COVID-19,276.6715,273.0,,275.0,276.0,278.0,280.0,282.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-HH,00+,COVID-19,47.161,45.0,,46.0,47.0,48.0,50.0,51.0249999999999,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-MV,00+,COVID-19,12.49,12.0,,12.0,12.0,13.0,13.0,15.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-NI,00+,COVID-19,254.6595,253.0,,254.0,254.0,255.0,257.0,258.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-NW,00+,COVID-19,708.929,698.0,,704.0,708.0,713.0,718.0,724.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-RP,00+,COVID-19,181.289,178.0,,180.0,181.0,182.0,184.0,187.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-SH,00+,COVID-19,81.371,80.0,,80.0,81.0,82.0,83.0,84.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-SL,00+,COVID-19,15.2515,15.0,,15.0,15.0,15.0,16.0,17.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-SN,00+,COVID-19,71.6435,71.0,,71.0,71.0,72.0,73.0,74.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-ST,00+,COVID-19,26.999,26.0,,26.0,27.0,28.0,29.0,30.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-15,DE-TH,00+,COVID-19,46.4825,45.0,,45.0,46.0,47.0,48.0,50.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,00+,COVID-19,2959.1695,2942.0,,2953.0,2958.0,2965.0,2972.0,2981.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,00-04,COVID-19,77.794,77.0,,77.0,78.0,78.0,79.0,80.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,05-14,COVID-19,57.325,57.0,,57.0,57.0,58.0,58.0,59.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,15-34,COVID-19,489.612,484.0,,487.0,489.0,492.0,494.0,497.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,35-59,COVID-19,1077.342,1068.0,,1074.0,1077.0,1081.0,1084.0,1089.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,60-79,COVID-19,682.944,675.0,,680.0,683.0,686.0,689.0,692.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE,80+,COVID-19,573.7845,566.0,,571.0,573.0,577.0,580.0,584.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-BB,00+,COVID-19,34.0225,33.0,,33.0,34.0,35.0,36.0,37.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-BE,00+,COVID-19,102.0405,101.0,,101.0,102.0,103.0,104.0,105.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-BW,00+,COVID-19,504.67,499.0,,502.0,504.0,507.0,509.0,512.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-BY,00+,COVID-19,604.7955,598.0,,602.0,604.0,607.0,610.0,613.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-HB,00+,COVID-19,40.2685,40.0,,40.0,40.0,40.0,41.0,42.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-HE,00+,COVID-19,277.675,274.0,,276.0,277.0,279.0,281.0,284.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-HH,00+,COVID-19,52.45,50.0,,51.0,52.0,53.0,55.0,57.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-MV,00+,COVID-19,17.5865,17.0,,17.0,17.0,18.0,19.0,20.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-NI,00+,COVID-19,248.9695,247.0,,248.0,249.0,250.0,251.0,253.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-NW,00+,COVID-19,688.1405,676.0,,683.0,687.0,693.0,698.0,703.025,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-RP,00+,COVID-19,154.569,151.0,,153.0,154.0,156.0,158.0,160.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-SH,00+,COVID-19,80.5635,79.0,,80.0,80.0,81.0,82.0,84.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-SL,00+,COVID-19,12.2825,12.0,,12.0,12.0,12.0,13.0,14.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-SN,00+,COVID-19,72.7995,72.0,,72.0,72.0,73.0,74.0,75.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-ST,00+,COVID-19,35.1845,34.0,,34.0,35.0,36.0,37.0,38.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-16,DE-TH,00+,COVID-19,43.8315,42.0,,43.0,44.0,45.0,46.0,48.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,00+,COVID-19,2867.577,2849.975,,2860.0,2867.0,2874.0,2881.0,2891.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,00-04,COVID-19,77.902,77.0,,77.0,78.0,78.0,79.0,81.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,05-14,COVID-19,54.398,54.0,,54.0,54.0,55.0,55.0,56.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,15-34,COVID-19,467.9775,462.0,,466.0,468.0,470.0,473.0,476.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,35-59,COVID-19,1050.742,1040.0,,1047.0,1050.0,1055.0,1058.0,1063.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,60-79,COVID-19,665.883,658.0,,663.0,665.0,669.0,672.0,676.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE,80+,COVID-19,550.099,542.0,,547.0,550.0,553.0,556.0,560.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-BB,00+,COVID-19,34.1605,33.0,,33.0,34.0,35.0,36.0,37.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-BE,00+,COVID-19,105.4205,104.0,,104.0,105.0,106.0,107.0,109.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-BW,00+,COVID-19,478.702,472.0,,476.0,478.0,481.0,484.0,487.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-BY,00+,COVID-19,599.5825,592.0,,596.0,599.0,602.0,605.0,609.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-HB,00+,COVID-19,40.331,40.0,,40.0,40.0,41.0,41.0,42.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-HE,00+,COVID-19,277.6145,273.0,,276.0,277.0,279.0,281.0,284.0,True
Epiforecasts-independent,hosp,2021-10-13,2021-09-17,DE-HH,00+,COVID-19,50.51,48.0,,49.0,50.0,52.0,53.0,55.0,True
