model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.1,q0.25,q0.5,q0.75,q0.9,q0.975,retrospective
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,00+,COVID-19,861.0,848.0,850.0,854.0,859.0,865.0,873.0,884.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,00-04,COVID-19,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,05-14,COVID-19,18.0,17.0,17.0,17.0,17.0,18.0,19.0,20.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,15-34,COVID-19,190.0,190.0,190.0,190.0,190.0,191.0,191.0,193.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,35-59,COVID-19,328.0,322.0,323.0,324.0,327.0,330.0,335.0,341.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,60-79,COVID-19,199.0,191.0,192.0,194.0,197.0,202.0,208.0,216.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE,80+,COVID-19,104.0,101.0,101.0,102.0,103.0,105.0,107.0,110.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-BB,00+,COVID-19,10.0,9.0,9.0,9.0,9.0,10.0,13.0,18.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-BE,00+,COVID-19,39.0,38.0,38.0,38.0,38.0,39.0,42.0,49.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-BW,00+,COVID-19,83.0,83.0,83.0,83.0,83.0,84.0,84.0,85.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-BY,00+,COVID-19,102.0,99.0,99.0,100.0,101.0,103.0,104.0,106.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-HB,00+,COVID-19,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-HE,00+,COVID-19,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-HH,00+,COVID-19,35.0,33.0,33.0,33.0,34.0,36.0,38.0,42.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-MV,00+,COVID-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-NI,00+,COVID-19,55.0,55.0,55.0,55.0,55.0,55.0,56.0,57.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-NW,00+,COVID-19,292.0,284.0,284.0,286.0,289.0,295.0,302.0,314.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-RP,00+,COVID-19,39.0,38.0,38.0,38.0,38.0,39.0,41.0,45.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-SH,00+,COVID-19,44.0,43.0,43.0,43.0,43.0,44.0,46.0,48.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-SL,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-SN,00+,COVID-19,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-ST,00+,COVID-19,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-04,DE-TH,00+,COVID-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,00+,COVID-19,863.0,849.0,852.0,855.0,861.0,868.0,877.0,890.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,00-04,COVID-19,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,05-14,COVID-19,15.0,14.0,14.0,14.0,14.0,15.0,16.0,17.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,15-34,COVID-19,193.0,192.0,192.0,192.0,192.0,193.0,194.0,196.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,35-59,COVID-19,332.0,325.0,326.0,327.0,330.0,334.0,339.0,346.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,60-79,COVID-19,196.0,188.0,189.0,191.0,194.0,199.0,205.0,214.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE,80+,COVID-19,107.0,104.0,104.0,105.0,106.0,108.0,111.0,114.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-BB,00+,COVID-19,10.0,9.0,9.0,9.0,9.0,10.0,13.0,19.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-BE,00+,COVID-19,43.0,42.0,42.0,42.0,42.0,43.0,46.0,54.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-BW,00+,COVID-19,78.0,78.0,78.0,78.0,78.0,79.0,79.0,80.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-BY,00+,COVID-19,100.0,97.0,97.0,98.0,99.0,101.0,103.0,105.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-HB,00+,COVID-19,8.0,8.0,8.0,8.0,8.0,8.0,9.0,11.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-HE,00+,COVID-19,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-HH,00+,COVID-19,40.0,37.0,37.0,37.0,39.0,41.0,43.0,48.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-MV,00+,COVID-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-NI,00+,COVID-19,64.0,64.0,64.0,64.0,64.0,64.0,65.0,66.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-NW,00+,COVID-19,291.0,283.0,283.0,285.0,288.0,295.0,303.0,316.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-RP,00+,COVID-19,41.0,40.0,40.0,40.0,40.0,41.0,43.0,47.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-SH,00+,COVID-19,45.0,44.0,44.0,44.0,44.0,45.0,47.0,50.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-SL,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-SN,00+,COVID-19,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-ST,00+,COVID-19,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-05,DE-TH,00+,COVID-19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,00+,COVID-19,893.0,878.0,880.0,884.0,890.0,899.0,909.0,923.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,00-04,COVID-19,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,05-14,COVID-19,16.0,15.0,15.0,15.0,15.0,16.0,17.0,18.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,15-34,COVID-19,220.0,219.0,219.0,219.0,220.0,221.0,222.0,224.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,35-59,COVID-19,327.0,320.0,321.0,323.0,325.0,330.0,335.0,343.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,60-79,COVID-19,197.0,189.0,190.0,192.0,196.0,201.0,207.0,215.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE,80+,COVID-19,111.0,108.0,108.0,109.0,110.0,113.0,116.0,120.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE-BB,00+,COVID-19,9.0,8.0,8.0,8.0,8.0,9.0,12.0,17.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE-BE,00+,COVID-19,51.0,49.0,49.0,49.0,49.0,50.0,54.0,63.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE-BW,00+,COVID-19,81.0,81.0,81.0,81.0,81.0,82.0,83.0,84.0,True
KIT-simple_nowcast,hosp,2021-09-01,2021-08-06,DE-BY,00+,COVID-19,100.0,97.0,98.0,99.0,100.0,101.0,103.0,106.0,True
